KOATUU_2020,EDRPOU,year
3521455500,33351162,2019
3521455500,33351162,2020
3521455500,33351162,2021
3521455500,33351162,2022
3521455500,33351162,2023
3521482801,32932883,2016
3521482801,40712805,2020
3521482801,40712805,2017
3521483901,33351230,2016
3521484201,33351199,2016
3521484201,40718608,2017
3521485201,32932878,2016
3521485201,40712826,2019
3521485201,40712826,2020
3521485201,40712826,2017
3521485601,33351115,2016
3521485601,40718660,2017
3521486001,32932925,2016
3521486001,32932925,2017
3521486001,32932925,2018
3521486001,32932925,2019
3521486001,32932925,2020
3521486001,32932925,2021
3521486001,32932925,2022
3521486001,32932925,2023
3521487001,33351178,2016
3521487001,40712852,2017
3521487701,33351073,2016
3521487701,40712868,2019
3521487701,40712868,2020
3521487701,40712868,2017
3521710300,37287101,2022
3521710300,37287164,2023
3521710300,37287227,2022
3521710300,37287227,2023
3521710300,37287101,2023
3521710300,37287101,2017
3521710300,37287101,2018
3521710300,37287101,2019
3521710300,37287101,2020
3521710300,37287101,2021
3521710300,37287101,2016
3521710300,37287164,2016
3521710300,37287164,2017
3521710300,37287164,2018
3521710300,37287164,2019
3521710300,37287164,2020
3521710300,37287164,2021
3521710300,37287227,2018
3521710300,37287227,2019
3521710300,37287227,2020
3521710300,37287227,2021
3521710300,37287227,2016
3521710300,37287227,2017
3521710300,37287164,2022
3521755100,33360465,2016
3521755100,33360465,2017
3521755100,33360465,2018
3521755100,33360465,2019
3521755100,33360465,2020
3521755100,23228183,2016
3521755100,23228183,2017
3521755100,33360465,2021
3521755100,33128915,2019
3521755100,33128915,2020
3521755100,33128915,2021
3521755100,33360465,2022
3521755100,33360465,2023
3521755100,33128915,2022
3521755100,33128915,2023
3521755100,33128915,2016
3521755100,33128915,2017
3521755100,33128915,2018
3521755100,23228183,2019
3521755100,23228183,2018
3521755100,23228183,2020
3521755100,23228183,2021
3521755100,23228183,2022
3521755100,23228183,2023
3521780301,33360601,2016
3521780301,33360601,2017
3521780601,33360549,2022
3521780601,33360549,2023
3521780601,33360549,2019
3521780601,33360549,2020
3521780601,33360549,2021
3521781001,33128983,2016
3521781001,33128983,2017
3521781001,33128983,2018
3521781001,33128983,2019
3521781001,33128983,2020
3521781501,33360575,2022
3521781501,33360575,2023
3521781501,33360575,2016
3521781501,33360575,2017
3521781501,33360575,2018
3521781501,33360575,2019
3521781501,33360575,2020
3521781501,33360575,2021
3521781901,33360486,2016
3521782701,33360507,2020
3521782701,33360507,2018
3521782701,33360507,2019
3521782701,33360507,2016
3521782701,33360507,2017
3521782701,33360470,2016
3521782701,33360507,2021
3521782701,33360507,2022
3521782701,33360507,2023
3521784801,33128999,2023
3521784801,33128999,2016
3521784801,33128999,2017
3521784801,33128999,2018
3521784801,33128999,2019
3521784801,33128999,2020
3521784801,33128999,2021
3521784801,33128999,2022
3521785301,33360418,2018
3521785301,33360418,2019
3521785301,33360418,2020
3521785301,33360418,2021
3521785301,33360418,2022
3521785301,33360418,2023
3521785301,33360418,2016
3521785301,33360418,2017
3521785301,20650438,2018
3521785301,20650438,2019
3521785301,20650438,2020
3521785301,20650438,2021
3521785301,20650438,2022
3521785701,33360381,2016
3521785701,33360381,2017
3521785701,33360381,2018
3521785701,33360381,2019
3521786001,43759757,2023
3521786001,43759757,2021
3521786001,43759757,2022
3521786001,33360567,2016
3521786001,33360567,2017
3521786001,33360567,2018
3521786001,33360567,2019
3521786001,33360567,2020
3521786001,33128962,2016
3521786001,33128962,2017
3521786001,33128962,2018
3521786001,33128962,2019
3521786801,33360533,2019
3521786801,33360533,2016
3521786801,33360533,2017
3521910100,33321337,2016
3521910100,33321393,2016
3521910100,33321426,2016
3521910100,33321337,2017
3521910100,33321337,2018
3521910100,33321337,2019
3521910100,33321337,2020
3521910100,33321393,2021
3521910100,33321393,2017
3521910100,33321393,2018
3521910100,33321393,2019
3521910100,33321393,2020
3521910100,33321426,2021
3521910100,33321426,2022
3521910100,33321426,2017
3521910100,33321426,2018
3521910100,33321426,2019
3521910100,33321426,2020
3521910100,33321393,2022
3521910100,33321363,2021
3521910100,33321363,2022
3521910100,33321337,2021
3521910100,33321337,2022
3521910100,33321363,2017
3521910100,33321363,2018
3521910100,33321363,2019
3521910100,33321363,2020
3521910100,33321363,2023
3521910100,33321337,2023
3521910100,33321393,2023
3521910100,33321426,2023
3521910100,33321363,2016
3521955400,33321431,2022
3521955400,33321431,2017
3521955400,33321431,2018
3521955400,33321431,2019
3521955400,33321431,2020
3521955400,33321431,2023
3521955400,33321431,2016
3521980401,33266470,2021
3521980401,33266470,2022
3521980401,33266470,2017
3521980401,33266470,2018
3521980401,33266470,2019
3521980401,33266470,2023
3521980401,33266470,2016
3521980707,33321384,2017
3521980707,33321384,2016
3521980801,33321358,2016
3521980801,33321358,2017
3521980801,33321358,2018
3521980801,33321358,2019
3521980801,33321358,2020
3521981301,44468222,2023
3521982501,33321295,2016
3521982501,33321295,2023
3521982501,33321295,2017
3521982501,33321295,2018
3521982501,33321295,2021
3521982501,33321295,2022
3521982501,33321295,2019
3521982501,33321295,2020
3521984401,33321300,2023
3521984401,33321300,2017
3521984401,33321300,2018
3521984401,33321300,2021
3521984401,33321300,2022
3521984401,33321300,2019
3521984401,33321300,2020
3521984401,33321300,2016
3521984901,33321410,2021
3521984901,33321410,2022
3521984901,33321410,2017
3521984901,33321410,2018
3521984901,33321410,2019
3521984901,33321410,2020
3521984901,33321410,2023
3521984901,33321410,2016
3521986901,33266444,2017
3521986901,33266444,2018
3521986901,33266444,2019
3521986901,33266444,2020
3521986901,33266444,2016
3521987401,33266507,2017
3521987401,33266507,2016
3522280401,33361521,2016
3522280401,33361521,2017
3522280401,33361668,2016
3522280401,33361668,2017
3522280401,33361668,2023
3522280401,33361668,2018
3522280401,33361668,2019
3522280401,33361668,2020
3522280401,33361668,2021
3522280401,33361668,2022
3522280401,41532530,2019
3522280401,41532530,2020
3522280401,41532530,2021
3522280801,33361584,2016
3522280801,33361584,2017
3522281201,33361605,2016
3522281201,33361605,2017
3522281201,43111934,2021
3522281501,33361610,2016
3522281501,33361610,2017
3522281501,33361542,2016
3522281501,33361542,2017
3522281501,33361542,2023
3522281501,33361542,2018
3522281501,33361542,2019
3522281501,33361542,2020
3522281501,33361542,2021
3522281501,33361542,2022
3522281901,33361558,2016
3522281901,33361558,2017
3522281901,44134905,2019
3522281901,44134905,2020
3522281901,44134905,2021
3522284201,33361516,2016
3522284201,33361516,2017
3522284201,33361516,2023
3522284201,33361516,2018
3522284201,33361516,2019
3522284201,33361516,2020
3522284201,33361516,2021
3522284201,33361516,2022
3522284901,33361495,2016
3522284901,33361495,2017
3522284901,43093313,2023
3522284901,41532221,2019
3522285401,33361579,2023
3522285401,33361579,2018
3522285401,33361579,2019
3522285401,33361579,2020
3522285401,33361579,2021
3522285401,33361579,2022
3522285401,33361579,2016
3522285401,33361579,2017
3522286301,33361631,2018
3522286301,33361631,2019
3522286301,33361631,2020
3522286301,33361631,2022
3522286301,33361631,2021
3522286301,33361631,2016
3522286301,33361631,2017
3522286301,33361631,2023
3522287401,33361720,2018
3522287401,33361720,2019
3522287401,33361720,2020
3522287401,33361720,2021
3522287401,33361720,2022
3522287401,33361720,2016
3522287401,33361720,2017
3522287401,33361720,2023
3522288501,43111838,2019
3522288501,43111838,2021
3522288501,43111838,2020
3522288501,33361647,2016
3522288501,33361647,2017
3522580301,23221583,2016
3522580301,23221583,2017
3522580301,23221583,2018
3522580301,23221583,2019
3522580301,23221583,2021
3522580301,23221583,2020
3522580301,23221583,2022
3522580301,23221583,2023
3522580901,23221554,2016
3522580901,23221554,2017
3522580901,23221554,2020
3522580901,23221554,2021
3522580901,23221554,2022
3522580901,23221554,2023
3522580901,23221554,2018
3522580901,23221554,2019
3522581201,23221815,2016
3522581201,23221815,2017
3522581201,23221815,2022
3522581201,23221815,2023
3522581201,23221815,2018
3522581201,23221815,2021
3522581201,23221815,2019
3522581201,23221815,2020
3522581501,23221844,2016
3522581501,23221844,2017
3522581501,23221844,2018
3522581501,23221844,2021
3522581501,23221844,2020
3522581901,23221784,2016
3522581901,23221784,2017
3522581901,23221784,2018
3522581901,23221784,2019
3522581901,23221784,2020
3522581901,23221784,2021
3522581901,23221784,2023
3522582101,23221790,2016
3522582101,23221790,2017
3522582101,23221790,2019
3522582101,23221790,2020
3522582801,23221614,2019
3522582801,23221614,2016
3522582801,23221614,2017
3522582801,23221614,2018
3522582801,23221614,2021
3522582801,23221614,2020
3522583302,23221887,2022
3522583302,23221887,2023
3522583302,23221887,2016
3522583302,23221887,2017
3522583302,23221887,2018
3522583302,23221887,2019
3522583302,23221887,2020
3522583302,23221887,2021
3522583701,23221608,2016
3522583701,23221608,2017
3522583701,23221608,2018
3522583701,42267773,2020
3522583701,42267773,2021
3522583701,42267773,2022
3522583701,42267773,2023
3522583701,42267773,2019
3522583702,23221821,2016
3522583702,23221821,2017
3522583702,23221821,2018
3522583708,23221850,2016
3522584501,23221838,2019
3522584501,23221838,2016
3522584501,23221838,2017
3522584501,23221838,2018
3522584501,23221838,2021
3522584501,23221838,2022
3522584501,23221838,2020
3522585001,23221910,2018
3522585001,23221910,2019
3522585001,23221910,2016
3522585001,23221910,2017
3522585001,23221910,2020
3522585001,23221910,2021
3522585001,23221910,2022
3522585001,23221910,2023
3522585003,23221689,2016
3522586401,23221593,2016
3522586401,23221593,2017
3522586601,23221577,2019
3522586601,23221577,2020
3522586601,23221577,2021
3522586601,23221577,2022
3522586601,23221577,2018
3522586601,23221577,2016
3522586601,23221577,2017
3522586601,23221577,2023
3522586606,23221695,2016
3522586606,23221695,2017
3522586607,23221778,2016
3522586607,23221778,2017
3522586610,23232575,2016
3522586610,23232575,2017
3522586611,23221867,2016
3522586611,23221867,2017
3522586901,23221896,2016
3522586901,23221896,2017
3522587001,23221643,2022
3522587001,23221643,2023
3522587001,23221643,2018
3522587001,23221643,2019
3522587001,23221643,2016
3522587001,23221643,2017
3522587001,23221643,2020
3522587001,23221643,2021
3522587201,23221873,2018
3522587201,23221873,2019
3522587201,23221873,2020
3522587201,23221873,2021
3522587201,23221873,2017
3522587201,23221873,2016
3522587201,23221873,2022
3522587201,23221873,2023
3522587207,23221809,2016
3522587210,23221672,2016
3522587211,23221637,2022
3522587211,23221637,2023
3522587211,23221637,2018
3522587211,23221637,2019
3522587211,23221637,2020
3522587211,23221637,2021
3522587211,23221637,2017
3522587211,23221637,2016
3522587212,23221755,2016
3522587901,23221548,2016
3522587901,23221548,2017
3522587901,23221548,2018
3522855100,00686799,2021
3522855100,00686799,2022
3522855100,00686799,2023
3522855100,40796120,2017
3522855100,40796120,2016
3522855100,00686799,2018
3522855100,00686799,2019
3522855100,00686799,2020
3522855100,40796120,2018
3522855100,40796120,2019
3522855100,40796120,2020
3522855100,40796120,2021
3522855100,40796120,2022
3522855100,40796120,2023
3522855102,40798120,2016
3522880901,33356621,2016
3522880901,33356621,2017
3522881501,33356476,2016
3522881501,33356476,2017
3522881501,33356476,2018
3522881501,33356476,2019
3522881501,33356476,2022
3522881501,33356476,2023
3522881501,33356476,2020
3522881501,33356476,2021
3522881601,33957411,2016
3522881601,33957411,2017
3522881601,33957411,2018
3522881601,33957411,2019
3522881601,33957411,2020
3522881601,33957411,2021
3522881601,33957411,2022
3522881601,33957411,2023
3522882301,33957427,2021
3522882301,33957427,2022
3522882301,33957427,2023
3522882301,33957427,2016
3522882301,33957427,2017
3522882301,33957427,2018
3522882301,33957427,2019
3522882301,33957427,2020
3522883001,33356595,2021
3522883001,33356595,2022
3522883001,33356595,2023
3522883001,33356595,2016
3522883001,33356595,2017
3522883001,33356595,2018
3522883001,33356595,2019
3522883001,33356595,2020
3522883801,33957500,2021
3522883801,33957500,2022
3522883801,33957500,2023
3522883801,33957500,2016
3522883801,33957500,2017
3522883801,33957500,2018
3522883801,33957500,2019
3522883801,33957500,2020
3522884301,33957448,2023
3522884301,42229539,2016
3522884301,42229539,2017
3522884301,42229539,2018
3522884301,42229539,2019
3522884301,33957448,2020
3522884301,33957448,2021
3522884301,33957448,2022
3522884601,33356569,2016
3522885001,33957594,2021
3522885001,33957594,2023
3522885001,33957594,2016
3522885001,33957594,2017
3522885001,33957594,2018
3522885301,33957563,2021
3522885301,33957563,2023
3522885301,33957563,2018
3522885301,33957563,2019
3522885301,33957563,2020
3522885301,33957563,2016
3522885901,33957537,2021
3522885901,33957537,2022
3522885901,33957537,2023
3522885901,42229607,2017
3522885901,33957537,2016
3522885901,42229607,2018
3522885901,42229607,2019
3522885901,42229607,2020
3523110100,13760824,2019
3523110100,13760824,2020
3523110100,22226710,2021
3523110100,22226710,2022
3523110100,22226710,2023
3523110100,26504324,2021
3523110100,26504324,2022
3523110100,13760824,2021
3523110100,22226710,2016
3523110100,22226710,2017
3523110100,22226710,2018
3523110100,22226710,2019
3523110100,22226710,2020
3523110100,26504324,2016
3523110100,26504324,2017
3523110100,26504324,2018
3523110100,26504324,2019
3523110100,26504324,2020
3523110100,26504318,2016
3523110100,26504318,2017
3523110100,26504318,2018
3523110100,26504318,2019
3523110100,26504318,2020
3523110100,26504318,2021
3523110100,26504318,2022
3523110100,13760824,2016
3523110100,13760824,2017
3523110100,13760824,2018
3523110100,03070722,2018
3523110100,03070722,2019
3523110100,03070722,2020
3523110100,03070722,2021
3523110100,03070722,2023
3523110106,26504525,2016
3523110107,26504502,2016
3523155700,26504488,2016
3523155700,26504488,2017
3523155700,26504488,2018
3523155700,26504488,2019
3523155700,26504488,2020
3523155700,26504488,2021
3523155700,38436271,2016
3523155700,38436271,2017
3523155700,38436271,2018
3523155700,38436271,2019
3523155700,38436271,2020
3523155700,38436271,2021
3523155700,26504488,2022
3523155700,26504488,2023
3523155700,38436271,2022
3523155700,38436271,2023
3523180301,26504465,2016
3523180301,26504465,2017
3523180301,26504465,2018
3523180301,26504465,2020
3523180301,26504465,2021
3523181201,26504367,2016
3523181201,26504367,2017
3523181201,26504367,2018
3523181201,26504367,2019
3523181201,26504367,2020
3523181201,26504367,2021
3523181201,26504367,2022
3523181201,26504367,2023
3523181601,26504353,2016
3523181601,26504353,2017
3523181601,26504353,2018
3523181601,26504353,2019
3523181601,26504347,2016
3523181601,44277810,2020
3523181601,44277810,2021
3523181601,44277810,2022
3523181601,44277810,2023
3523181601,26504347,2017
3523181601,26504347,2018
3523181601,26504347,2019
3523181601,26504353,2021
3523181601,26504353,2022
3523181601,26504353,2023
3523181601,26504353,2020
3523182001,26504330,2016
3523182001,26504330,2017
3523182402,26504382,2016
3523182402,26504382,2017
3523183201,26504531,2021
3523183201,26504531,2016
3523183201,26504531,2017
3523183201,26504531,2018
3523183201,26504531,2019
3523183201,26504531,2020
3523183601,26504301,2016
3523183601,26504301,2017
3523183601,26504301,2018
3523183601,26504301,2019
3523183601,26504301,2020
3523183601,26504301,2021
3523183601,26504301,2022
3523183601,26504301,2023
3523184001,26504519,2016
3523184001,26504519,2017
3523184001,26504519,2018
3523184001,26504519,2019
3523184001,26504519,2020
3523184001,26504519,2021
3523184001,26504519,2022
3523184001,26504519,2023
3523185201,26504376,2021
3523185201,26504376,2022
3523185201,26504376,2023
3523185201,26504376,2016
3523185201,26504376,2017
3523185201,26504376,2018
3523185201,26504376,2019
3523185201,26504376,2020
3523186801,26504471,2016
3523186801,41016017,2017
3523186801,41016017,2018
3523186801,41016017,2019
3523186801,41016017,2020
3523186801,41016017,2021
3523186801,41016017,2022
3523186801,41016017,2023
3523455100,33329158,2018
3523455100,33329158,2019
3523455100,33329158,2020
3523455100,33329158,2021
3523455100,33329158,2022
3523455100,33329210,2018
3523455100,33329210,2019
3523455100,33329210,2020
3523455100,33329210,2021
3523455100,33329210,2022
3523455100,33329158,2023
3523455100,33329158,2016
3523455100,33329158,2017
3523455100,33329210,2016
3523455100,33329210,2017
3523455100,02544974,2018
3523455100,02544974,2019
3523455100,02544974,2020
3523455100,02544974,2021
3523455100,02544974,2022
3523455100,02544974,2023
3523455101,33329247,2016
3523455101,33329247,2017
3523480401,33329116,2016
3523480401,33329116,2017
3523480401,33329116,2018
3523480401,33329116,2019
3523480401,33329116,2020
3523480401,33329116,2021
3523480401,33329116,2022
3523480401,33329116,2023
3523480801,33329273,2016
3523480801,33329273,2017
3523481301,33329184,2017
3523481301,33329184,2016
3523482402,33329205,2016
3523482402,33329205,2017
3523482901,33329320,2016
3523482901,33329320,2017
3523483601,33329268,2016
3523483601,33329268,2017
3523484701,33329142,2016
3523484701,33329142,2017
3523485801,33329231,2016
3523486901,33329179,2016
3523486901,33329179,2017
3523655100,40779964,2023
3523655100,40782448,2023
3523655100,40782448,2016
3523655100,40779964,2017
3523655100,40779964,2018
3523655100,40779964,2019
3523655100,40779964,2020
3523655100,40782448,2017
3523655100,40782448,2018
3523655100,40782448,2019
3523655100,40782448,2020
3523655100,23231788,2016
3523655100,40782448,2021
3523655100,40782448,2022
3523655100,40779964,2021
3523655100,40779964,2022
3523681001,23231825,2016
3523681201,40780765,2016
3523681801,40782500,2016
3523682201,23231854,2016
3523682701,23231920,2016
3523682901,40780765,2021
3523682901,40780765,2022
3523682901,23231860,2016
3523682901,40780765,2017
3523682901,40780765,2018
3523682901,40780765,2019
3523682901,40780765,2020
3523682901,40780765,2023
3523683601,23231877,2016
3523683901,23231802,2016
3523684201,40781161,2021
3523684201,40781161,2022
3523684201,23231883,2016
3523684201,40781161,2017
3523684201,40781161,2018
3523684201,40781161,2019
3523684201,40781161,2020
3523684201,40781161,2023
3523684601,23231682,2016
3523685601,40782500,2023
3523686001,23231890,2016
3523686501,23231966,2016
3523687001,40781161,2016
3523687701,40782500,2021
3523687701,40782500,2022
3523687701,22216516,2018
3523687701,22216516,2019
3523687701,22216516,2020
3523687701,22216516,2021
3523687701,22216516,2022
3523687701,22216516,2023
3523687701,23231943,2016
3523687701,40782500,2017
3523687701,40782500,2018
3523687701,40782500,2019
3523687701,40782500,2020
3523810100,20644219,2021
3523810100,20644219,2022
3523810100,20644219,2016
3523810100,20644219,2017
3523810100,20644219,2018
3523810100,20644219,2019
3523810100,20644219,2020
3523810100,20644219,2023
3523810100,23095180,2020
3523810100,41712036,2021
3523810100,41712036,2022
3523810100,41712036,2018
3523810100,41712036,2019
3523810100,41712036,2020
3523810100,41524949,2018
3523810100,41524949,2019
3523810100,41524949,2020
3523810100,41524949,2021
3523810100,41524949,2022
3523810100,33316196,2021
3523810100,33316196,2022
3523810100,33316196,2016
3523810100,33316196,2017
3523810100,33316196,2018
3523810100,33316196,2019
3523810100,33316196,2020
3523810100,33333782,2016
3523810100,33333782,2017
3523810100,33316201,2016
3523810100,33316201,2017
3523810100,33316196,2023
3523810100,41712036,2023
3523810100,41524949,2023
3523855400,33333819,2021
3523855400,33333819,2022
3523855400,33333819,2016
3523855400,33333819,2017
3523855400,33333819,2018
3523855400,33333819,2019
3523855400,33333819,2020
3523855400,33333819,2023
3523882501,33333845,2023
3523882501,33333845,2021
3523882501,33333845,2016
3523882501,33333845,2017
3523882501,33333845,2018
3523882501,33333845,2019
3523882501,33333845,2020
3523883201,33212671,2021
3523883201,33212671,2016
3523883201,33212671,2017
3523883201,33212671,2019
3523883201,33212671,2020
3523883601,33316161,2021
3523883601,33316161,2022
3523883601,33316161,2016
3523883601,33316161,2017
3523883601,33316161,2018
3523883601,33316161,2019
3523883601,33316161,2020
3523883601,33316161,2023
3523884401,33212708,2021
3523884401,33212708,2016
3523884401,33212708,2017
3523884401,33212708,2018
3523884401,33212708,2019
3523884401,33212708,2020
3523884401,33212708,2023
3523885201,33333866,2016
3523885801,33212687,2021
3523885801,33212687,2022
3523885801,33212687,2016
3523885801,33212687,2017
3523885801,33212687,2018
3523885801,33212687,2019
3523885801,33212687,2020
3523885801,33212687,2023
3523886001,33316175,2016
3523887301,37042994,2016
3523887301,37042994,2017
3523887301,37042994,2021
3523887301,37042994,2022
3523887301,37042994,2018
3523887301,37042994,2019
3523887301,37042994,2020
3523887301,37042994,2023
3523887601,33333871,2021
3523887601,33333871,2022
3523887601,33333871,2016
3523887601,33333871,2017
3523887601,33333871,2018
3523887601,33333871,2019
3523887601,33333871,2020
3523887601,33333871,2023
3524010100,03071271,2018
3524010100,03071271,2019
3524010100,03071271,2020
3524010100,03071271,2021
3524010100,03071271,2022
3524010100,03071271,2023
3524010100,23232486,2016
3524010100,23681273,2017
3524010100,23681273,2016
3524010100,23232977,2017
3524010100,23232977,2016
3524010100,23681296,2017
3524010100,23681296,2018
3524010100,23681296,2019
3524010100,23681296,2020
3524010100,23681296,2021
3524010100,23681296,2016
3524010100,23681349,2017
3524010100,23681349,2018
3524010100,23681349,2019
3524010100,23681349,2020
3524010100,23681349,2021
3524010100,23681349,2016
3524010100,23681327,2017
3524010100,23681327,2016
3524010100,23232486,2022
3524010100,23232486,2023
3524010100,23681296,2022
3524010100,23681296,2023
3524010100,23681349,2022
3524010100,23681349,2023
3524010100,23681327,2022
3524010100,23681327,2023
3524010100,23232486,2017
3524010100,23232486,2019
3524010100,23232486,2020
3524010100,23232486,2021
3524010100,23232486,2018
3524010100,23681327,2018
3524010100,23681327,2019
3524010100,23681327,2020
3524010100,23681327,2021
3524080301,23232931,2016
3524080301,23232931,2017
3524080301,23232931,2018
3524080301,23232931,2019
3524080301,23232931,2020
3524080301,23232931,2021
3524080301,23232931,2022
3524080301,23232931,2023
3524080601,23681244,2021
3524080601,23681244,2016
3524080601,23681244,2017
3524080601,23681244,2018
3524080601,23681244,2019
3524080601,23681244,2020
3524080601,23681244,2022
3524080601,23681244,2023
3524081401,23681284,2017
3524081401,23681284,2016
3524081401,43981351,2021
3524081801,23232960,2023
3524081801,23232960,2016
3524081801,23232960,2017
3524081801,23232960,2018
3524081801,23232960,2019
3524081801,23232960,2020
3524081801,23232960,2021
3524081801,23232960,2022
3524082401,23681310,2023
3524082401,23681310,2016
3524082401,23681310,2017
3524082401,23681310,2018
3524082401,23681310,2019
3524082401,23681310,2020
3524082401,23681310,2021
3524082401,23681310,2022
3524082801,23902610,2016
3524082801,23902610,2017
3524083201,23681267,2016
3524083201,23681267,2017
3524084001,41555139,2023
3524084301,23681385,2016
3524084301,23681385,2017
3524085201,23232994,2016
3524085201,23232994,2017
3524085601,23681238,2023
3524085601,23681209,2023
3524085601,23681209,2016
3524085601,23681209,2017
3524085601,23681209,2018
3524085601,23681209,2019
3524085601,23681209,2020
3524085601,23681209,2021
3524085601,23681391,2016
3524085601,23681238,2016
3524085601,23681238,2017
3524085601,23681238,2018
3524085601,23681238,2019
3524085601,23681238,2020
3524085601,23681238,2021
3524085601,23681238,2022
3524085601,23681209,2022
3524087201,23681362,2017
3524087201,23681362,2016
3524355100,22224444,2018
3524355100,22224444,2019
3524355100,22224444,2020
3524355100,22224444,2021
3524355100,22224444,2016
3524355100,22224444,2017
3524355100,22224444,2022
3524355100,22224444,2023
3524380401,22224467,2016
3524380401,22224467,2017
3524380801,22224438,2023
3524380801,22224438,2021
3524380801,22224438,2016
3524380801,22224438,2017
3524380801,22224438,2018
3524380801,22224438,2019
3524380801,22224438,2020
3524380801,22224438,2022
3524381301,22224421,2023
3524381301,22224421,2018
3524381301,22224421,2019
3524381301,22224421,2020
3524381301,22224421,2021
3524381301,22224421,2016
3524381301,22224421,2017
3524381301,22224421,2022
3524384201,38337671,2018
3524384201,38337671,2019
3524384201,38337671,2020
3524384201,38337671,2016
3524384201,38337671,2017
3524655100,23232836,2016
3524655100,23232836,2017
3524655100,23232836,2018
3524655100,23232836,2019
3524655100,23232836,2020
3524655100,23232836,2021
3524655100,23232836,2023
3524655100,23232836,2022
3524655400,43185063,2016
3524655400,43185063,2017
3524655400,43185063,2018
3524655400,43185063,2019
3524655400,43185063,2020
3524655400,43185063,2021
3524655400,43185063,2022
3524655400,43185063,2023
3524680401,23232865,2016
3524680401,23232865,2017
3524680401,23232865,2018
3524680401,23232865,2019
3524680401,23232865,2020
3524681301,23232859,2022
3524681301,23232859,2017
3524681301,23232859,2018
3524681301,23232859,2019
3524681301,23232859,2020
3524681301,23232859,2021
3524681301,23232859,2016
3524681901,23232776,2022
3524681901,23232776,2016
3524681901,23232776,2017
3524681901,23232776,2018
3524681901,23232776,2019
3524681901,23232776,2020
3524681901,23232776,2021
3524681901,23232776,2023
3524682501,23232753,2022
3524682501,23232753,2016
3524682501,23232753,2017
3524682501,23232753,2018
3524682501,23232753,2019
3524682501,23232753,2020
3524682501,23232753,2021
3524682501,23232753,2023
3524683601,23232747,2023
3524683601,23232747,2020
3524683601,23232747,2021
3524683601,23232747,2016
3524683601,23232747,2017
3524683601,23232747,2018
3524683601,23232747,2019
3524683601,23232747,2022
3524684701,23232765,2022
3524684701,23232765,2016
3524684701,23232765,2017
3524684701,23232765,2018
3524684701,23232765,2020
3524684701,23232765,2021
3524684701,23232765,2023
3524685801,23232871,2017
3524685801,23232871,2021
3524687701,23232820,2016
3524687701,23232820,2017
3524687701,23232820,2018
3524687701,23232820,2019
3524687701,23232820,2020
3524687701,23232820,2021
3524687701,23232820,2023
3524687701,23232820,2022
3524955100,23234551,2017
3524955100,23234551,2018
3524955100,23234551,2019
3524955100,23234551,2020
3524955100,23234551,2021
3524955100,23234551,2022
3524955100,23234551,2016
3524955100,23234551,2023
3524955300,33163745,2016
3524955300,33163745,2017
3524955300,02542490,2021
3524980401,33163766,2016
3524980401,33163766,2017
3524980401,33163766,2018
3524980401,33163766,2021
3524980401,33163766,2022
3524981901,33163771,2016
3524982901,33249660,2016
3524982901,33249660,2017
3524983101,32534443,2016
3524983101,32534443,2017
3524983101,32534443,2018
3524983101,32534443,2019
3524983101,32534443,2020
3524983101,32534443,2021
3524983101,32534443,2022
3524983101,32534443,2023
3524983701,08563808,2023
3524983701,08563808,2022
3524983701,33249675,2016
3524983701,33249675,2017
3524983701,33249675,2018
3524983701,33249675,2019
3524983701,33249675,2020
3524983701,33249675,2021
3524983701,33249675,2022
3524983701,33249675,2023
3524984801,33249680,2021
3524984801,33249680,2022
3524984801,33249680,2023
3524984801,33249680,2016
3524984801,33249680,2017
3524984801,33249680,2018
3524985901,33249701,2016
3524985901,33249701,2017
3524985901,33249701,2018
3524985901,33249701,2019
3524985901,33249701,2020
3524985901,33249701,2022
3524985901,33249701,2023
3524986601,33249717,2016
3524986601,33249717,2017
3525280501,32994599,2016
3525280501,32994599,2017
3525280501,41420696,2022
3525280501,41420696,2023
3525280501,41420696,2018
3525280501,41420696,2019
3525280501,41420696,2020
3525280501,41420696,2021
3525280507,33331785,2016
3525280507,33331785,2017
3525281201,32994625,2016
3525281201,32994625,2017
3525281201,41582211,2022
3525281201,41582211,2018
3525281201,41582211,2019
3525281201,41582211,2020
3525281201,41582211,2021
3525281201,41582211,2023
3525281801,32994651,2016
3525281801,32994651,2017
3525281801,32994651,2018
3525282401,32994604,2016
3525282401,32994604,2017
3525285201,42374342,2022
3525285201,42374342,2023
3525285201,42374342,2019
3525285201,42374342,2020
3525285201,42374342,2021
3525285201,32994630,2016
3525285201,32994630,2017
3525285201,32994630,2018
3525285801,32994667,2019
3525285801,32994667,2018
3525285801,32994667,2016
3525285801,32994667,2017
3525286901,33331779,2021
3525286901,33331779,2018
3525286901,33331779,2019
3525286901,33331779,2020
3525286901,33331779,2017
3525286901,33331779,2022
3525286901,33331779,2023
3525286901,33331779,2016
3525510100,33333913,2023
3525510100,38884563,2023
3525510100,33333913,2017
3525510100,33333913,2018
3525510100,33333913,2021
3525510100,33333913,2022
3525510100,33333913,2019
3525510100,33333913,2020
3525510100,38884563,2017
3525510100,38884563,2018
3525510100,38884563,2021
3525510100,38884563,2022
3525510100,38884563,2019
3525510100,38884563,2020
3525510100,02544916,2018
3525510100,02544916,2019
3525510100,02544916,2020
3525510100,02544916,2021
3525510100,02544916,2022
3525510100,02544916,2023
3525510100,38884563,2016
