eoname,KOATUU_2020,id,Код ЄДРПОУ,url,title_opendatabot
Вижницька гімназія Вижницької районної ради Вижницького району Чернівецької області,7320510100,вижницькагмназявижницькорайонорадивижницькогорайонучернвецькообласт,,https://opendatabot.ua/c/21437534,Виженська гімназія вижницької міської ради вижницького району чернівецької області Код ЄДРПОУ 21437534 — Опендатабот
"Галаганівський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів - заклад дошкільної освіти"" Снігурівської міської ради Миколаївської області",4825710106,галаганвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвзакладдошкльноосвтиснгурвськомськорадимиколавськообласт,,https://opendatabot.ua/c/40799446,Галаганівський ліцей снігурівської міської ради баштанського району миколаївської області Код ЄДРПОУ 40799446 — Опендатабот
Кременецька загальноосвітня школа І-ІІІ ступенів №1 ім. Галини Гордасевич,6110700000,кременецьказагальноосвтняшкола3ступенв№1менгалинигордасевич,,https://opendatabot.ua/c/21162681,Кременецька загальноосвітня школа і-ііі ступенів №1 ім. галини гордасевич кременецької міської ради тернопільської області Код ЄДРПОУ 21162681 — Опендатабот
Селищенський заклад загальної середньої освіти Гніванської міської ради Вінницької області,524585601,селищенськийзакладзагальносередньоосвтигнванськомськорадивницькообласт,,https://opendatabot.ua/c/21727077,Селищенський ліцей гніванської міської ради Код ЄДРПОУ 21727077 — Опендатабот
Капустинська загальноосвітня школа I-III ст. Липоводолинської районної ради Сумської області,5923281901,капустинськазагальноосвтняшкола3ступенвлиповодолинськорайонорадисумськообласт,,https://opendatabot.ua/c/26086542,Капустинська загальноосвітня школа і ступеню жовтневої районної ради миколаївської області Код ЄДРПОУ 26086542 — Опендатабот
"Кропивненський навчально-виховний комплекс""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Бахмацької районної ради Чернігівської області",7420384001,кропивненськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладбахмацькорайонорадичернгвськообласт,,https://opendatabot.ua/c/33353856,Кропивненський ліцей дмитрівської селищної ради чернігівської області Код ЄДРПОУ 33353856 — Опендатабот
Чабанівська загальноосвітня школа I-III ступенів,4423188001,чабанвськазагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/34302053,Чабанівська загальноосвітня школа і-іі ступенів новоайдарської районної ради луганської області Код ЄДРПОУ 34302053 — Опендатабот
Войнилівський ліцей Войнилівської селищної ради об'єднаної територіальної громади Калуського району Івано-Франківської області,2622855300,войнилвськийлцейвойнилвськоселищнорадиобєднанотериторальногромадикалуськогорайонуванофранквськообласт,,https://opendatabot.ua/c/40936306,Войнилівський ліцей войнилівської селищної ради калуського району івано-франківської області Код ЄДРПОУ 40936306 — Опендатабот
Мусійківська загальноосвітня школа І-ІІІ ступенів,3222082401,мусйквськазагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/24882849,Мусійківський ліцей іванківської селищної ради Код ЄДРПОУ 24882849 — Опендатабот
"Мирутинський навчально-виховний комплекс""дошкільний навчальний заклад-школа I-III ступенів"" Берездівської сільської ради Славутського району Хмельницької області",6823980616,мирутинськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладшкола3ступенвберездвськосльськорадиславутськогорайонухмельницькообласт,,https://opendatabot.ua/c/22787710,"Мирутинський навчально-виховний комплекс ""ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД-ШКОЛА І-ІІІ СТУПЕНІВ"" БЕРЕЗДІВСЬКОЇ СІЛЬСЬКОЇ РАДИ СЛАВУТСЬКОГО РАЙОНУ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ Код ЄДРПОУ 22787710 — Опендатабот"
"Довгошиївський навчально-виховний комплекс ""Загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Млинівської районної ради Рівненської області",5623855107,довгошивськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзакладдошкльнийнавчальнийзакладмлинвськорайонорадирвненськообласт,,https://opendatabot.ua/c/39100497,Довгошиївський ліцей млинівської селищної ради дубенського району рівненської області Код ЄДРПОУ 39100497 — Опендатабот
Пришибська загальноосвітня школа І-ІІІ ступенів Пришибської сільської ради Кременчуцького району Полтавської області,5322484801,пришибськазагальноосвтняшкола3ступенвпришибськосльськорадикременчуцькогорайонуполтавськообласт,,https://opendatabot.ua/c/26316551,"Комунальний заклад ""ПРИШИБСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА I - III CТУПЕНІВ ІМЕНІ М.А.ШАЛАМОВА"" МИХАЙЛІВСЬКОЇ СЕЛИЩНОЇ РАДИ ВАСИЛІВСЬКОГО РАЙОНУ ЗАПОРІЗЬКОЇ ОБЛАСТІ Код ЄДРПОУ 26316551 — Опендатабот"
Кузьминська загальноосвітня школа I-III ступенів Красилівського району Хмельницької області,6822785501,кузьминськазагальноосвтняшкола3ступенавчальновиховнийкомплексрасилвськогорайонухмельницькообласт,,https://opendatabot.ua/c/22766754,Кузьминський ліцей щиборівської сільської ради хмельницького району хмельницької області Код ЄДРПОУ 22766754 — Опендатабот
Мошоринська загальноосвітня школа І-ІІІ ступенів Знам'янської районної ради,3522284201,мошоринськазагальноосвтняшкола3ступенвзнамянськорайоноради,,https://opendatabot.ua/c/33361516,Мошоринський ліцей суботцівської сільської ради кропивницького району кіровоградської області Код ЄДРПОУ 33361516 — Опендатабот
"Відокремлений структурний підрозділ ""Технічний фаховий коледж Національного університету ""Львівська політехніка""""",4610136800,вдокремленийструктурнийпдроздлтехнчнийфаховийколеджнацональногоунверситетульввськаполтехнка,,https://opendatabot.ua/c/05393837,"Відокремлений структурний підрозділ ""ТЕХНІЧНИЙ ФАХОВИЙ КОЛЕДЖ НАЦІОНАЛЬНОГО УНІВЕРСИТЕТУ ""ЛЬВІВСЬКА ПОЛІТЕХНІКА"" Код ЄДРПОУ 05393837 — Опендатабот"
"Комунальний опорний заклад ""Боярський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області""",7122880801,комунальнийопорнийзакладбоярськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступенвлисянськорайонорадичеркаськообласт,,https://opendatabot.ua/c/24359711,"Опорний заклад ""БОЯРСЬКИЙ ЛІЦЕЙ"" ЛИСЯНСЬКОЇ СЕЛИЩНОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 24359711 — Опендатабот"
Чугуївський професійний ліцей,6312000000,чугувськийпрофесйнийлцей,,https://opendatabot.ua/c/02547791,"Заклад професійної (професійно-технічної) освіти ""ЧУГУЇВСЬКИЙ РЕГІОНАЛЬНИЙ ЦЕНТР ПРОФЕСІЙНОЇ ОСВІТИ ХАРКІВСЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 02547791 — Опендатабот"
Рівнянська загальноосвітня школа І-ІІІ ступенів №2 Новоукраїнської районної ради Кіровоградської області,3524085601,рвнянськазагальноосвтняшкола3ступенв№2новоукранськорайонорадикровоградськообласт,,https://opendatabot.ua/c/23681238,Рівнянський ліцей №2 рівнянської сільської ради новоукраїнського району кіровоградської області Код ЄДРПОУ 23681238 — Опендатабот
"Комунальний заклад ""Костопільський обласний ліцей-інтернат ІІ-ІІІ ступенів фізичної культури і спорту"" Рівненської обласної ради",5623410100,комунальнийзакладкостопльськийобласнийлцейнтернат3ступенвфзичнокультуриспортурвненськообласноради,,https://opendatabot.ua/c/26009837,Обласний спортивний ліцей в м.костопіль рівненської обласної ради Код ЄДРПОУ 26009837 — Опендатабот
Олексіївський заклад загальної середньої освіти Миколаївської селищної ради Миколаївського району Одеської області,5123580401,олексвськийзакладзагальносередньоосвтимиколавськоселищнорадимиколавськогорайонуодеськообласт,,https://opendatabot.ua/c/24772186,Олексіївський заклад загальної середньої освіти миколаївської селищної ради березівського району одеської області Код ЄДРПОУ 24772186 — Опендатабот
Дорогинський заклад загальної середньої освіти І-ІІІ ступенів Томашівської сільської ради Фастівського району Київської області,3224983301,дорогинськийзакладзагальносередньоосвти3ступенвтомашвськосльськорадифаствськогорайонукивськообласт,,https://opendatabot.ua/c/24892888,Дорогинська гімназія томашівської сільської ради Код ЄДРПОУ 24892888 — Опендатабот
"Відокремлений структурний підрозділ ""Калуський фаховий коледж економіки, права та інформаційних технологій Івано-Франківського національного технічного університету нафти і газу""",2610400000,вдокремленийструктурнийпдроздлкалуськийфаховийколеджекономкиправатанформацйнихтехнологйванофранквськогонацональноготехнчногоунверситетунафтигазу,,https://opendatabot.ua/c/39303706,"Відокремлений структурний підрозділ ""КАЛУСЬКИЙ ФАХОВИЙ КОЛЕДЖ ЕКОНОМІКИ, ПРАВА ТА ІНФОРМАЦІЙНИХ ТЕХНОЛОГІЙ ІВАНО-ФРАНКІВСЬКОГО НАЦІОНАЛЬНОГО ТЕХНІЧНОГО УНІВЕРСИТЕТУ НАФТИ І ГАЗУ"" Код ЄДРПОУ 39303706 — Опендатабот"
Чернятський заклад загальної середньої освіти І-ІІІ рівнів Джулинської сільської ради Вінницької області,520481602,чернятськийзакладзагальносередньоосвти3рвнвджулинськосльськорадивницькообласт,,https://opendatabot.ua/c/26228261,Чернятський ліцей джулинської сільської ради Код ЄДРПОУ 26228261 — Опендатабот
Мирнодолинська загальноосвітня школа І-ІІІ ступенів Попаснянської районної ради Луганської області,4423857500,мирнодолинськазагальноосвтняшкола3ступенвпопаснянськорайонорадилуганськообласт,,https://opendatabot.ua/c/33430469,Мирнодолинський ліцей сєвєродонецького району луганської області Код ЄДРПОУ 33430469 — Опендатабот
Загальноосвітня школа I-III ступенів с. Качанівка,524882701,загальноосвтняшкола3ступенвселакачанавчальновиховнийкомплекса,,https://opendatabot.ua/c/26223921,"Комунальний заклад ""КАЧАНІВСЬКИЙ ЛІЦЕЙ ВІЙТІВЕЦЬКОЇ СІЛЬСЬКОЇ РАДИ ХМІЛЬНИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 26223921 — Опендатабот"
"Опорний заклад освіти ""Новозаліський заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Бородянської селищної ради Київської області",3221082201,опорнийзакладосвтиновозалськийзакладзагальносередньоосвти3ступенвзакладдошкльноосвтибородянськоселищнорадикивськообласт,,https://opendatabot.ua/c/21668736,"Опорний заклад освіти ""НОВОЗАЛІСЬКИЙ ЛІЦЕЙ"" БОРОДЯНСЬКОЇ СЕЛИЩНОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 21668736 — Опендатабот"
Кочубіївська загальноосвітня школа І-ІІІ ступенів Паланської сільської ради Уманського району Черкаської області,7124384501,кочубвськазагальноосвтняшкола3ступенвпаланськосльськорадиуманськогорайонучеркаськообласт,,https://opendatabot.ua/c/24352258,Кочубіївська гімназія паланської сільської ради уманського району черкаської області Код ЄДРПОУ 24352258 — Опендатабот
"Кошарівський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",5922084501,кошарвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладконотопськорайонорадисумськообласт,,https://opendatabot.ua/c/32888667,Козацький заклад загальної середньої освіти i-iii ступенів бочечківської сільської ради конотопського району сумської області Код ЄДРПОУ 32888667 — Опендатабот
Комунальний заклад Горянівська середня загальноосвітня школа,1221455401,комунальнийзакладгорянвськасереднязагальноосвтняшкола,,https://opendatabot.ua/c/43056376,"Комунальний заклад ""ПОКРОВСЬКА НЕПОВНА СЕРЕДНЯ ЗАГАЛЬНООСВІТНЯ ШКОЛА"" Код ЄДРПОУ 43056376 — Опендатабот"
Макарівська загальноосвітня школа I-III ступенів Ширяївської районної ради Одеської області,5125481901,макарвськазагальноосвтняшкола3ступенвширявськорайонорадиодеськообласт,,https://opendatabot.ua/c/23863494,Макарівський ліцей ширяївської селищної ради одеської області Код ЄДРПОУ 23863494 — Опендатабот
"Опорний заклад ""Деражненський ліцей"" Деражненської сільської ради Костопільського району Рівненської області",5623481601,опорнийзакладдеражненськийлцейдеражненськосльськорадикостопльськогорайонурвненськообласт,,https://opendatabot.ua/c/35724185,"Опорний заклад ""ДЕРАЖНЕНСЬКИЙ ЛІЦЕЙ"" ДЕРАЖНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 35724185 — Опендатабот"
Завалівська загальноосвітня школа І-ІІІ ступенів,6124882501,завалвськазагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/23595125,Завалівська загальноосвітня школа і-ііі ступенів підгаєцької міської ради тернопільської області Код ЄДРПОУ 23595125 — Опендатабот
Теребовлянський профільний ліцей,6125010100,теребовлянськийпрофльнийлцей,,https://opendatabot.ua/c/21163120,Теребовлянський академічний ліцей імені ярослави стецько Код ЄДРПОУ 21163120 — Опендатабот
Вилківська загальноосвітня школа I-III ступенів №1 Кілійського району Одеської області,5122310300,вилквськазагальноосвтняшкола3ступенв№1клйськогорайонуодеськообласт,,https://opendatabot.ua/c/34211443,"Опорний заклад освіти ""Вилківський заклад загальної середньої освіти № 1"" Вилківської міської ради Ізмаїльського району Одеської області Код ЄДРПОУ 34211443 — Опендатабот"
"Іскрисківщинський навчально-виховний комплекс "" загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Білопільської районної ради Сумської області",5920683501,скрисквщинськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладблопльськорайонорадисумськообласт,,https://opendatabot.ua/c/22979906,Клишківський навчально-виховний комплекс: загальноосвітня школа i-iii ступенів - заклад дошкільної освіти шосткинської міської ради сумської області Код ЄДРПОУ 22979906 — Опендатабот
Іршавська загальноосвітня школа І-ІІІ ступенів №2 Іршавської районної ради Закарпатської області,2121910100,ршавськазагальноосвтняшкола3ступенв№2ршавськорайонорадизакарпатськообласт,,https://opendatabot.ua/c/22099980,Іршавський заклад загальної середньої освіти і-ііі ступенів № 2 іршавської міської ради закарпатської області Код ЄДРПОУ 22099980 — Опендатабот
"Комунальний заклад ""Валківський ліцей імені Олександра Масельського Валківської районної ради Харківської області""",6321210100,комунальнийзакладвалквськийлцейменолександрамасельськоговалквськорайонорадихарквськообласт,,https://opendatabot.ua/c/25454328,Валківський ліцей імені олександра масельського валківської міської ради богодухівського району харківської області Код ЄДРПОУ 25454328 — Опендатабот
"Мечищівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Бережанської районної ради Тернопільської області",6120483901,мечищвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладбережанськорайонорадитернопльськообласт,,https://opendatabot.ua/c/24629323,Мечищівський ліцей саранчуківської сільської ради Код ЄДРПОУ 24629323 — Опендатабот
Авторська О.А.Захаренка середня загальноосвітня школа І-ІІІ ступенів с. Сахнівка Корсунь-Шевченківської районної ради Черкаської області,7122585511,авторськаоазахаренкасереднязагальноосвтняшкола3ступенвселасахнавчальновиховнийкомплексакорсуньшевченквськорайонорадичеркаськообласт,,https://opendatabot.ua/c/33521702,Авторський олександра антоновича захаренка ліцей набутівської сільської ради черкаської області Код ЄДРПОУ 33521702 — Опендатабот
Комунальний заклад Волоська середня загальноосвітня школа I-III ступенів,1221486209,комунальнийзакладволоськасереднязагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/24193914,"Комунальний заклад ""ЛУГАНСЬКА СЕРЕДНЯ ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ № 53"" Код ЄДРПОУ 24193914 — Опендатабот"
Загальноосвітня школа І-ІІІ ступеня с. Підбереззя Горохівського району Волинської області,720886201,загальноосвтняшкола3ступеняселапдбереззягорохвськогорайонуволинськообласт,,https://opendatabot.ua/c/23019887,Підберезівський ліцей горохівської міської ради луцького району волинської області Код ЄДРПОУ 23019887 — Опендатабот
Згурівська загальноосвітня школа І-ІІІ ступенів Згурівського району Київської області,3221955100,згурвськазагальноосвтняшкола3ступенвзгурвськогорайонукивськообласт,,https://opendatabot.ua/c/25302682,Опорний загальноосвітній навчальний заклад згурівська загальноосвітня школа і-ііі ступенів згурівської селищноїї ради броварського району київської області Код ЄДРПОУ 25302682 — Опендатабот
Гірницьке професійно-технічне училище,1413870300,грницькепрофесйнотехнчнеучилище,,https://opendatabot.ua/c/02542412,Гірницьке професійно-технічне училище Код ЄДРПОУ 02542412 — Опендатабот
Петрівська Загальноосвітня школа I-III ступенів №1 Іванівської районної ради,5121855400,петрвськазагальноосвтняшкола3ступенв№1ванвськорайоноради,,https://opendatabot.ua/c/22272621,Петрівська загальноосвітня школа i-iii ступенів №1 красногвардійської районної ради автономної республіки крим Код ЄДРПОУ 22272621 — Опендатабот
Клавдіївська загальноосвітня школа І-ІІІ ступенів імені Олександра Рибалка,3221055500,клавдвськазагальноосвтняшкола3ступенвменолександрарибалка,,https://opendatabot.ua/c/21668937,Клавдіївський ліцей імені олександра рибалка немішаївської селищної ради бучанського району київської області Код ЄДРПОУ 21668937 — Опендатабот
"Макарівська загальноосвітня школа I-III ступенів Ширяївської районної ради Одеської області
",5125481901,макарвськазагальноосвтняшкола3ступенвширявськорайонорадиодеськообласт,,https://opendatabot.ua/c/23863494,Макарівський ліцей ширяївської селищної ради одеської області Код ЄДРПОУ 23863494 — Опендатабот
Новомосковський кооперативний коледж економіки та права ім. С.В.Литвиненка Дніпропетровської облспоживспілки,1211900000,новомосковськийкооперативнийколеджекономкитаправаменселавлитвиненкаднпропетровськооблспоживсплки,,https://opendatabot.ua/c/01788160,Новомосковський фаховий кооперативний коледж економіки та права ім.с.в.литвиненка Код ЄДРПОУ 01788160 — Опендатабот
Таужненська загальноосвітня школа І - ІІІ ступенів Кіровоградської області Гайворонського району,3521186001,таужненськазагальноосвтняшкола3ступенавчальновиховнийкомплексровоградськообластгайворонськогорайону,,https://opendatabot.ua/c/34085642,Загальноосвітня школа і-ііі ступенів с.вікнина гайворонського району кіровоградської області Код ЄДРПОУ 34085642 — Опендатабот
Носівська загальноосвітня школа I-III ступенів №4 Носівської районної ради Чернігівської області,7423810100,носвськазагальноосвтняшкола3ступенв№4носвськорайонорадичернгвськообласт,,https://opendatabot.ua/c/26332647,Носівська загальноосвітня школа і-ііі ступенів №4 носівської міської ради чернігівської області Код ЄДРПОУ 26332647 — Опендатабот
"Калинівський НВК ""Загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад""",1822855114,калинвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзаклад,,https://opendatabot.ua/c/24405196,"Калинівський навчально-виховний комплекс""ЗАГАЛЬНООСВІТНІЙ НАВЧАЛЬНИЙ ЗАКЛАД I-III СТУПЕНІВ-ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" ЛЕНІНСЬКОЇ РАЙОННОЇ РАДИ АВТОНОМНОЇ РЕСПУБЛІКИ КРИМ Код ЄДРПОУ 24405196 — Опендатабот"
"Навчально-виховний комплекс ""Оборотнівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Сватівської районної ради Луганської області",4424084501,навчальновиховнийкомплексоборотнвськазагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладсватвськорайонорадилуганськообласт,,https://opendatabot.ua/c/25903909,Оборотнівський ліцей нижньодуванської селищної ради сватівського району луганської області Код ЄДРПОУ 25903909 — Опендатабот
Мелітопольська загальноосвітня школа І-ІІІ ступенів № 22 Мелітопольської міської ради Запорізької області,2310700000,мелтопольськазагальноосвтняшкола3ступенв№22мелтопольськомськорадизапорзькообласт,,https://opendatabot.ua/c/26317125,Мелітопольська загальноосвітня школа і-ііі ступенів №1 мелітопольської міської ради запорізької області Код ЄДРПОУ 26317125 — Опендатабот
Щорська районна гімназія Щорської районної ради Чернігівської області,7425810100,щорськарайонагмназящорськорайонорадичернгвськообласт,,https://opendatabot.ua/c/02147575,Відділ освіти щорської районної державної адміністрації Код ЄДРПОУ 02147575 — Опендатабот
"Комунальний заклад ""Тетіївський освітній центр - опорний заклад загальної середньої освіти І-ІІІ ступенів №3"" Тетіївської міської ради Київської області",3224610100,комунальнийзакладтетвськийосвтнйцентропорнийзакладзагальносередньоосвти3ступенв№3тетвськомськорадикивськообласт,,https://opendatabot.ua/c/24214912,Тетіївський ліцей № 3 тетіївської міської ради київської області Код ЄДРПОУ 24214912 — Опендатабот
Містківська загальноосвітня школа I-III ступенів Сватівської районної ради Луганської області,4424084001,мстквськазагальноосвтняшкола3ступенвсватвськорайонорадилуганськообласт,,https://opendatabot.ua/c/25926371,"Комунальний заклад ""Містківський ліцей"" Сватівської міської ради Луганської області Код ЄДРПОУ 25926371 — Опендатабот"
Городищенський заклад загальної середньої освіти І-ІІІ ступенів Городищенської сільської ради,722880706,городищенськийзакладзагальносередньоосвти3ступенвгородищенськосльськоради,,https://opendatabot.ua/c/24357132,Городищенський заклад загальної середньої освіти і-ііі ступенів №1 імені с.с. гулака-артемовського городищенської міської ради черкаської області Код ЄДРПОУ 24357132 — Опендатабот
"Лучицький навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дитячий садок"" Сокальської районної ради Львівської області",4624883201,лучицькийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдитячийсадоксокальськорайонорадильввськообласт,,https://opendatabot.ua/c/23947156,"Лучицький навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ- ДИТЯЧИЙ САДОК"" СОКАЛЬСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 23947156 — Опендатабот"
"Навчально-виховний комплекс ""Чепівська загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад"" Виноградівської районної ради Закарпатської області",2121285901,навчальновиховнийкомплексчепвськазагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладвиноградвськорайонорадизакарпатськообласт,,https://opendatabot.ua/c/26213644,Чепівський заклад загальної середньої освіти і-ііі ступенів пийтерфолвівської сільської ради берегівського району закарпатської області Код ЄДРПОУ 26213644 — Опендатабот
Новинодобрятинська загальноосвітня школа І-ІІІ ступенів Млинівської селищної ради Рівненської області,5623855118,новинодобрятинськазагальноосвтняшкола3ступенвмлинвськоселищнорадирвненськообласт,,https://opendatabot.ua/c/25317790,Новинодобрятинський ліцей млинівської селищної ради дубенського району рівненської області Код ЄДРПОУ 25317790 — Опендатабот
"Смолінське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - гімназія- позашкільний навчальний заклад"" Смолінської селищної ради Маловисківського району",3523155700,смолнськенавчальновиховнеобєднанязагальноосвтняшкола3ступенвгмназяпозашкльнийнавчальнийзакладсмолнськоселищнорадималовисквськогорайону,,https://opendatabot.ua/c/38436271,Смолінський ліцей №2 смолінської селищної ради кіровоградської області Код ЄДРПОУ 38436271 — Опендатабот
"Комунальний вищий навчальний заклад І рівня акредитації Полтавської обласної ради ""Лохвицьке медичне училище""",5322610100,комунальнийвищийнавчальнийзакладрвняакредитацполтавськообласнорадилохвицькемедичнеучилище,,https://opendatabot.ua/c/02011522,Комунальний заклад освіти лохвицький медичний фаховий коледж полтавської обласної ради Код ЄДРПОУ 02011522 — Опендатабот
Великокардашинська загальноосвітня школа I-III ступенів Великокардашинської сільської ради Голопристанського району Херсонської області,6522381001,великокардашинськазагальноосвтняшкола3ступенввеликокардашинськосльськорадиголопристанськогорайонухерсонськообласт,,https://opendatabot.ua/c/24953957,Великокардашинський ліцей голопристанської міської ради херсонської області Код ЄДРПОУ 24953957 — Опендатабот
Загальноосвітня школа І-ІІІ ступеня с. Вільхівка Горохівського району Волинської області,720885001,загальноосвтняшкола3ступеняселавльхвкагорохвськогорайонуволинськообласт,,https://opendatabot.ua/c/23019999,Вільхівський ліцей горохівської міської ради луцького району волинської області Код ЄДРПОУ 23019999 — Опендатабот
Могилянівська загальноосвітня школа І-ІІІ ступенів Острозької міської ради Рівненської області,5624285101,могилянвськазагальноосвтняшкола3ступенвострозькомськорадирвненськообласт,,https://opendatabot.ua/c/24175632,Могилянівський ліцей острозької міської ради рівненської області Код ЄДРПОУ 24175632 — Опендатабот
"Івано-Благодатненський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Кіровоградської районної державної адміністрації",3522583302,ваноблагодатненськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладкровоградськорайонодержавноадмнстрац,,https://opendatabot.ua/c/23221887,Івано-благодатненський ліцей соколівської сільської ради кропивницького району кіровоградської області Код ЄДРПОУ 23221887 — Опендатабот
Зарічненська загальноосвітня школа І-ІІІ ступенів Зарічненської районної ради Рівненської області,5622255100,зарчненськазагальноосвтняшкола3ступенвзарчненськорайонорадирвненськообласт,,https://opendatabot.ua/c/24174093,Зарічненська загальноосвітня школа і ступеня зарічненської районної ради рівненської області Код ЄДРПОУ 24174093 — Опендатабот
Братська загальноосвітня школа I-III ступенів Братської районної ради Миколаївської області,4821455100,братськазагальноосвтняшкола3ступенвбратськорайонорадимиколавськообласт,,https://opendatabot.ua/c/23400392,Братська початкова школа братської селищної ради братського району миколаївської області Код ЄДРПОУ 23400392 — Опендатабот
Мамаївський загальноосвітній навчальний заклад І-ІІІ ступенів №2 Кіцманського району Чернівецької області,7322586501,мамавськийзагальноосвтнйнавчальнийзаклад3ступенв№2кцманськогорайонучернвецькообласт,,https://opendatabot.ua/c/21443322,Мамаївський заклад загальної середньої освіти і-ііі ступенів Код ЄДРПОУ 21443322 — Опендатабот
"Навчально - виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів - ліцей"" м. Ананьїв Одеської області",5120210100,навчальновиховнийкомплексзагальноосвтняшкола3ступенвлцеймананьводеськообласт,,https://opendatabot.ua/c/34550928,Навчально-виховний комплекс загальноосвітня школа і-ііі ступенів-ліцей м.добропілля донецької області Код ЄДРПОУ 34550928 — Опендатабот
