eoname,link,edrpou
Шарівська загальноосвітня школа I-III ступенів Валківської районної ради Харківської області,https://opendatabot.ua/c/25188128,25188128
"Хильчицький навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Середино-Будської районної ради Сумської області",https://opendatabot.ua/c/33014261,33014261
Глезненська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/22055875,22055875
Дьомино - Олександрівська загальноосвітня школа І - ІІІ ступенів Троїцької районної ради Луганської області,https://opendatabot.ua/c/20184835,20184835
Великозагорівська загальноосвітня школа I-III ступенів Борзнянської районної ради Чернігівської області,https://opendatabot.ua/c/33314707,33314707
"Терешківський навчально-виховний комплекс ""загальноосвітній навчальний заклад - дошкільний навчальний заклад"" Сумської районної ради Сумської області",https://opendatabot.ua/c/33362111,33362111
Бердянська виправна колонія Управління Державної пенітенціарної служби України в Запорізькій області (№77),https://opendatabot.ua/c/08563518,8563518
Грушківська загальноосвітня школа I-III ступенів Володарськ-Волинського району Житомирської області,https://opendatabot.ua/c/06669336,6669336
Добронадіївська загальноосвітня школа І-ІІІ ступенів Олександрійської районної ради,https://opendatabot.ua/c/26505341,26505341
Надеждівський навчально-виховний комплекс Лозівської районної ради,https://opendatabot.ua/c/24676021,24676021
Сновицька загальноосвітня школа І-ІІІ ступенів Золочівської районної ради Львівської області,https://opendatabot.ua/c/22330459,22330459
"Кантакузівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Драбівської районної ради",https://opendatabot.ua/c/24353370,24353370
Сопівська загальноосвітня школа І-ІІІ ступенів  Печеніжинської селищної ради об'єднаної територіальної громади Коломийського району Івано-Франківської області,https://opendatabot.ua/c/20566620,20566620
"Стальнівецький навчально-виховний комплекс ""Загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Мамалигівської сільської ради Новоселицького району Чернівецької області",https://opendatabot.ua/c/21436606,21436606
Великохайчанська загальноосвітня школа I-III ступенів Овруцького району Житомирської області,https://opendatabot.ua/c/06670641,6670641
"Рожковицький навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Середино-Будської районної ради Сумської області",https://opendatabot.ua/c/33014350,33014350
Одноробівська загальноосвітня школа I-III ступенів Золочівської районної державної адміністрації Харківської області,https://opendatabot.ua/c/25753108,25753108
Федіївська загальноосвітня школа І-ІІІ ступенів Бобринецької районної ради,https://opendatabot.ua/c/33334283,33334283
Волинківська загальноосвітня школа I-III ступенів Сосницької районної ради Чернігівської області,https://opendatabot.ua/c/26513300,26513300
Оситнязька загальноосвітня школа І-ІІІ ступенів Кіровоградської районної державної адміністрації,https://opendatabot.ua/c/23221593,23221593
Мринська загальноосвітня школа I-III ступенів Носівської районної ради Чернігівської області,https://opendatabot.ua/c/26493684,26493684
Гринівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Недригайлівської районної ради Сумської області,https://opendatabot.ua/c/24022354,24022354
Вербівська загальноосвітня школа І-ІІІ ступенів Городищенської районної ради Черкаської області,https://opendatabot.ua/c/24357155,24357155
Бердянська загальноосвітня школа І-ІІІ ступенів № 12 Бердянської міської ради Запорізької області,https://opendatabot.ua/c/26338883,26338883
Великояблунівська загальноосвітня школа І-ІІІ ступенів Смілянської районної ради Черкаської області,https://opendatabot.ua/c/33327281,33327281
Баштечківська загальноосвітня школа І-ІІІ ступенів Жашківської районної ради Черкаської області,https://opendatabot.ua/c/26323841,26323841
"""Північний навчальний центр № 90""",https://opendatabot.ua/c/26555557,26555557
"Кароліно-Бугазька загальноосвітня школа I-III ступенів Овідіопольського району Одеської області
",https://opendatabot.ua/c/34312035,34312035
Васильківська загальноосвітня школа І-ІІІ ступенів Петропавлівської районної ради Дніпропетровської області,https://opendatabot.ua/c/33384879,33384879
Бунаківський навчально-виховний комплекс Лозівської районної ради,https://opendatabot.ua/c/24676073,24676073
Якимівська загальноосвітня школа І-ІІІ ступенів Великобагачанської районної ради Полтавської області,https://opendatabot.ua/c/23547646,23547646
"Комунальний заклад освіти ""Вечірня (змінна) середня загальноосвітня школа № 31"" Дніпропетровської міської ради",https://opendatabot.ua/c/26461253,26461253
Копичинська виправна колонія управління державної пенітенціарної служби України в Тернопільській області №112,https://opendatabot.ua/c/08564475,8564475
Пільноолексинецька загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/26432346,26432346
Шевченківська загальноосвітня школа І-ІІІ ступенів Шевченківської сільської ради Приазовського району Запорізької області,https://opendatabot.ua/c/26251053,26251053
Степанівська загальноосвітня школа І - ІІІ ступенів Костянтинівської районної ради Донецької області,https://opendatabot.ua/c/25703487,25703487
Лехнівська загальноосвітня школа І-ІІІ ступенів Баришівської районної ради Київської області,https://opendatabot.ua/c/25568150,25568150
Загальноосвітня школа I-III ступенів села Зелений Яр Володарського району Донецької області,https://opendatabot.ua/c/30348911,30348911
Бондарівська середня загальноосвітня школа I-III ступенів Коростенського району Житомирської області,https://opendatabot.ua/c/22056202,22056202
Дергачівська вечірня (змінна) школа Дергачівської районної ради Харківської області,https://opendatabot.ua/c/22661914,22661914
Користівська загальноосвітня школа І-ІІІ ступенів імені А.П.Гайдара Олександрійської районної ради,https://opendatabot.ua/c/26505364,26505364
Киянська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/06669767,6669767
Киянська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/22053907,22053907
Закітнянська загальноосвітня школа I-III ступенів Краснолиманської міської ради Донецької області,https://opendatabot.ua/c/25703889,25703889
Кременчуцька виправна колонія управління Державної пенітенціарної служби України в Полтавській області (№69),https://opendatabot.ua/c/08564274,8564274
Зеленська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,https://opendatabot.ua/c/33163771,33163771
Севрюківська загальноосвітня школа I-III ступенів Красилівського району Хмельницької області,https://opendatabot.ua/c/22766790,22766790
Загальноосвітня школа I-III ступенів села Мариново Березівського району,https://opendatabot.ua/c/24767404,24767404
Мньовська загальноосвітня школа I-III ступенів Чернігівської районної ради Чернігівської області,https://opendatabot.ua/c/26543637,26543637
Іванівська загальноосвітня школа І-ІІІ ступенів Новоархангельської районної ради Кіровоградської області,https://opendatabot.ua/c/23231825,23231825
Сахнівська загальноосвітня школа I-III ступенів Менської районної ради Чернігівської області,https://opendatabot.ua/c/33361081,33361081
Каширівська загальноосвітня школа I-III ступенів Казанківської районної ради Миколаївської області,https://opendatabot.ua/c/26116705,26116705
"Приватний заклад ""Харківський навчально-виховний комплекс ""МИР"" Харківської області""",https://opendatabot.ua/c/37764476,37764476
Снігурівська загальноосвітня школа І-ІІІ ступенів Лановецької районної ради Тернопільської області,https://opendatabot.ua/c/24622367,24622367
Львівська виправна колонія Управління державної пенітенціарної служби України у Львівській області (№48),https://opendatabot.ua/c/08681175,8681175
Салтиково-Дівицька загальноосвітня школа І-ІІІ ступенів Куликівської районної ради Чернігівської області,https://opendatabot.ua/c/36452071,36452071
Диканівська виправна колонія (№ 12),https://opendatabot.ua/c/08564529,8564529
Золотоношківська загальноосвітня школа І-ІІІ ступенів Драбівської районної ради,https://opendatabot.ua/c/24353364,24353364
Нижньопетровецька загальноосвітня школа І-ІІІ ступенів № 2 Нижньопетровецької сільської ради Сторожинецького району Чернівецької області,https://opendatabot.ua/c/21440039,21440039
Володимирівська загальноосвітня школа I-III ступенів Городнянської районної ради Чернігівської області,https://opendatabot.ua/c/22814312,22814312
Ольшанська виправна колонія управління Державної пенітенціарної служби України в Миколаївській області (№ 53),https://opendatabot.ua/c/08564073,8564073
Загальноосвітня школа І-ІІІ ступенів № 3 м. Гайворон Кіровоградської області,https://opendatabot.ua/c/34085663,34085663
Гурбинська загальноосвітня школа I-III ступенів Срібнянської районної ради Чернігівської області,https://opendatabot.ua/c/33335659,33335659
"Комунальний заклад освіти ""Вечірня (змінна) середня загальноосвітня школа № 4"" Дніпропетровської міської ради",https://opendatabot.ua/c/26369872,26369872
Загальноосвітня школа І-ІІІ ступенів с. Великий Обзир Камінь-Каширського району Волинської області,https://opendatabot.ua/c/25086439,25086439
Проїжджанська загальноосвітня школа І-ІІІ ступенів Старобільської районної ради Луганської області,https://opendatabot.ua/c/26521564,26521564
"Потапцівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Канівської районної ради Черкаської області",https://opendatabot.ua/c/33369583,33369583
Олександрівська загальноосвітня школа І-ІІІ ступенів Маловисківської міської ради Кіровоградської області,https://opendatabot.ua/c/26504525,26504525
"Комунальний заклад ""Олександрійська загальноосвітня школа-інтернат І-ІІІ ступенів"" Рівненської обласної ради",https://opendatabot.ua/c/33095424,33095424
Кирданівська загальноосвітня школа I-III ступенів Овруцького району Житомирської області,https://opendatabot.ua/c/06670670,6670670
Березівська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/25319228,25319228
"Комунальний навчальний заклад ""Златоустівська загальноосвітня школа І-ІІІ ступенів"" Криворізької районної ради Дніпропетровської області",https://opendatabot.ua/c/20212388,20212388
Качанівська загальноосвітня школа І-ІІІ ступенів Підволочиської районної ради Тернопільської області,https://opendatabot.ua/c/24619738,24619738
"Вікнинський навчально-виховний комплекс ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів"" Катеринопільської районної ради",https://opendatabot.ua/c/33409966,33409966
"Журавський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Середино-Будської районної ради Сумської області",https://opendatabot.ua/c/23045809,23045809
Халаїдівська загальноосвітня школа І-ІІІ ступенів Монастирищенської районної ради Черкаської області,https://opendatabot.ua/c/24415929,24415929
Червонохвильський навчально-виховний комплекс Великобурлуцької районної ради Харківської області,https://opendatabot.ua/c/25792752,25792752
Олександрівська загальноосвітня школа I-III ступенів Ізюмської районної ради Харківської області,https://opendatabot.ua/c/26067326,26067326
Пришибська загальноосвітня школа І-ІІІ ступенів Шишацької селищної ради Полтавської області,https://opendatabot.ua/c/21064866,21064866
Успенівська загальноосвітня школа І - ІІІ ступенів Мар'їнської районної ради Донецької області,https://opendatabot.ua/c/25608027,25608027
"Путиловецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітній навчальний заклад І - ІІІ ступенів"" Лугинського району Житомирської області",https://opendatabot.ua/c/22067275,22067275
"Комунальний заклад освіти ""Середня загальноосвітня школа № 86"" Дніпропетровської міської ради",https://opendatabot.ua/c/26508761,26508761
Староварварівська загальноосвітня школа I-III ступенів Олександрівської районної ради,https://opendatabot.ua/c/25703731,25703731
Кролевецька загальноосвітня вечірня школа ІІ-ІІІ ступенів Кролевецької районної ради Сумської області,https://opendatabot.ua/c/24010919,24010919
Хутір-Губиниська загальноосвітня школа І-ІІІ ступенів Новомосковської районної ради Дніпропетровської області,https://opendatabot.ua/c/26368045,26368045
Загальноосвітня школа І-ІІІ ступеня с. Копачівка Рожищенського району Волинської області,https://opendatabot.ua/c/20140565,20140565
Караванська загальноосвітня школа I-III ступенів Люботинської міської ради Харківської області,https://opendatabot.ua/c/24334349,24334349
Пархомовецька загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/33457407,33457407
"Комунальний заклад ""Мануйлівська загальноосвітня школа І-ІІІ ступенів"" Приморської районної ради Запорізької області",https://opendatabot.ua/c/26291331,26291331
Середня загальноосвітня школа I-III ступенів с. Кунка,https://opendatabot.ua/c/26234408,26234408
Плисківська загальноосвітня школа I-III ступенів Борзнянської районної ради Чернігівської області,https://opendatabot.ua/c/24841431,24841431
Булахівська загальноосвітня школа І-ІІІ ступенів Козелецької районної ради Чернігівської області,https://opendatabot.ua/c/33460886,33460886
"Комунальний заклад ""Лузька середня загальноосвітня школа І-ІІІ ступенів Чечельницького району Вінницької області""",https://opendatabot.ua/c/26285589,26285589
"Комунальний заклад ""Харківська спеціальна загальноосвітня школа - інтернат І-ІІІ ступенів № 6"" Харківської обласної ради",https://opendatabot.ua/c/22645097,22645097
"Бранкованівська загальноосвітня школа I-III ступенів Ширяївської районної ради Одеської області
",https://opendatabot.ua/c/22447339,22447339
Гаркушинська спеціалізована школа І-ІІІ ступенів Миргородської районної ради Полтавської області,https://opendatabot.ua/c/23550594,23550594
Красилівська загальноосвітня школа І-ІІІ ступенів Козелецької районної ради Чернігівської області,https://opendatabot.ua/c/33460844,33460844
Софіївська виправна колонія Управління Державної пенітенціарної служби України в Запорізькій області (№ 55),https://opendatabot.ua/c/08563501,8563501
Сіннівський навчально-виховний комплекс Краснопільської районної ради Сумської області,https://opendatabot.ua/c/33245796,33245796
Бармашівська загальноосвітня школа I-III ступенів Жовтневої районної ради Миколаївської області,https://opendatabot.ua/c/26086708,26086708
Збаразька виправна колонія управління державної пенітенціарної служби України в Тернопільській області №63,https://opendatabot.ua/c/08564469,8564469
Розумівська загальноосвітня школа І-ІІІ ступенів Запорізького району Запорізької області,https://opendatabot.ua/c/26404083,26404083
Добрівська загальноосвітня школа І-ІІІ ступенів Вільшанської районної ради,https://opendatabot.ua/c/22224467,22224467
Братковецька загальноосвітня школа І-ІІІ ступенів Тисменицької районної ради Івано-Франківської області,https://opendatabot.ua/c/20563060,20563060
Северинівська загальноосвітня школа I-III ступенів Сумської районної ради Сумської області,https://opendatabot.ua/c/33362106,33362106
"Драбівський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Корсунь-Шевченківської районної ради Черкаської області",https://opendatabot.ua/c/33246611,33246611
Задільська загальноосвітня школа І-ІІІ ступенів Сколівської районної ради Львівської області,https://opendatabot.ua/c/22391691,22391691
Клинцівська загальноосвітня школа І-ІІІ ступенів Кіровоградської районної державної адміністрації,https://opendatabot.ua/c/23221778,23221778
"Слободо-Шлишковецький  навчально-виховний комплекс ""дошкільний навчальний заклад - середня загальноосвітня школа І-ІІІ ступенів """,https://opendatabot.ua/c/20096930,20096930
"Антонівське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Сквирської районної ради Київської області",https://opendatabot.ua/c/22207724,22207724
Загальноосвітня школа I-III ступенів с.Очитків,https://opendatabot.ua/c/26222910,26222910
Капулівська загальноосвітня школа І-ІІІ ступенів Нікопольської районної ради Дніпропетровської області,https://opendatabot.ua/c/34052931,34052931
Ігренський виправний центр управління Державної пенітенціарної служби України у Дніпропетровській області (№133),https://opendatabot.ua/c/08563027,8563027
Вишняківська загальноосвітня школа І-ІІІ ступенів Кіровоградської районної державної адміністрації,https://opendatabot.ua/c/23221809,23221809
"Одеська приватна гімназія ""Мрія""",https://opendatabot.ua/c/26569230,26569230
Московський навчально-виховний комплекс Липоводолинської районної ради Сумської області,https://opendatabot.ua/c/24014877,24014877
Павлівська загальноосвітня школа I-III ступенів ім. Олекси Десняка Лозівської районної ради,https://opendatabot.ua/c/24675990,24675990
Радалівська загальноосвітня школа І-ІІІ ступенів Глобинської районної ради Полтавської області,https://opendatabot.ua/c/21065245,21065245
Івано-Франківський навчально-реабілітаційний центр Івано-Франківської міської ради Івано-Франківської області,https://opendatabot.ua/c/25952606,25952606
Конельськопопівська загальноосвітня школа І-ІІІ ступенів Жашківської районної ради Черкаської області,https://opendatabot.ua/c/26324036,26324036
Великоолександрівська загальноосвітня школа I-III ступенів Казанківської районної ради Миколаївської області,https://opendatabot.ua/c/26116898,26116898
Гмирянська загальноосвітня школа I-III ступенів Ічнянської районної ради Чернігівської області,https://opendatabot.ua/c/26211065,26211065
Башилівська загальноосвітня школа I-III ступенів Близнюківської районної ради Харківської області,https://opendatabot.ua/c/25864724,25864724
Новоіванівська загальноосвітня школа І-ІІІ ступенів Нікопольської районної ради Дніпропетровської області,https://opendatabot.ua/c/34276867,34276867
Кам'янська загальноосвітня школа I-III ступенів Тростянецької районної ради Сумської області,https://opendatabot.ua/c/23998774,23998774
Жовтоярська загальноосвітня школа I-III ступенів Татарбунарського району Одеської області,https://opendatabot.ua/c/26111151,26111151
Олексіївська загальноосвітня школа І-ІІІ ступенів Кіровоградської районної державної адміністрації,https://opendatabot.ua/c/23221850,23221850
Дем'янівська загальноосвітня школа I-III ступенів Першотравневої районної ради Донецької області,https://opendatabot.ua/c/25702269,25702269
Безуглівська загальноосвітня школа I-III ступенів Ніжинської районної ради Чернігівської області,https://opendatabot.ua/c/26350619,26350619
Цвітківська загальноосвітня школа І-ІІІ ступенів Городищенської районної ради Черкаської області,https://opendatabot.ua/c/24356960,24356960
Мелехівський навчально-виховний комплекс Чорнухинської районної ради Полтавської області.,https://opendatabot.ua/c/25692849,25692849
Ленінська загальноосвітня школа І-ІІІ ступенів Якимівської районної ради Запорізької області,https://opendatabot.ua/c/26291555,26291555
Якимівська загальноосвітня школа І - ІІІ ступенів №1 Якимівської районної ради Запорізької області,https://opendatabot.ua/c/26291756,26291756
"Шарівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Олександрійської районної ради",https://opendatabot.ua/c/26505298,26505298
Нерубайська загальноосвітня школа І-ІІІ ступенів Новоархангельської районної ради Кіровоградської області,https://opendatabot.ua/c/23231877,23231877
Паліївська загальноосвітня школа І-ІІІ ступенів Маловисківської міської ради Кіровоградської області,https://opendatabot.ua/c/26504502,26504502
Прохорська загальноосвітня школа I-III ступенів Борзнянської районної ради Чернігівської області,https://opendatabot.ua/c/33365772,33365772
Долинська загальноосвітня вечірня (змінна) школа ІІ-ІІІ ступенів,https://opendatabot.ua/c/20565715,20565715
"Комунальний заклад ""Березівський навчально-реабілітаційний центр"" Житомирської обласної ради.",https://opendatabot.ua/c/20412791,20412791
Успенська загальноосвітня школа І-ІІІ ступенів Онуфріївської районної ради,https://opendatabot.ua/c/23232820,23232820
Заячківська загальноосвітня школа І-ІІІ ступенів Христинівської районної ради Черкаської області,https://opendatabot.ua/c/26324668,26324668
"""Жовківська спеціальна загальноосвітня школа-інтернат""",https://opendatabot.ua/c/22357085,22357085
Балахівська загальноосвітня школа І-ІІІ ступенів Петрівської районної ради,https://opendatabot.ua/c/33163745,33163745
Червонозаводська вечірня загальноосвітня школа ІІІ ступеня,https://opendatabot.ua/c/23548611,23548611
"Кіровський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Корсунь-Шевченківської районної ради Черкаської області",https://opendatabot.ua/c/35617470,35617470
Середня загальноосвітня школа I-III ступенів с. Степашки,https://opendatabot.ua/c/26234468,26234468
Річківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Білопільської районної ради Сумської області,https://opendatabot.ua/c/24021604,24021604
Колодіївська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/22056874,22056874
Загальноосвітня школа I-III ступенів села Старченкове Володарського району Донецької області,https://opendatabot.ua/c/30367007,30367007
Піщанська спеціальна загальноосвітня школа-інтернат Вінницької обласної Ради,https://opendatabot.ua/c/21723872,21723872
Дрогобицька виправна колонія управління державної пенітенціарної служби України у Львівській області (№40),https://opendatabot.ua/c/08563918,8563918
Литвинецька загальноосвітня школа І-ІІІ ступенів Канівської районної ради Черкаської області,https://opendatabot.ua/c/33363157,33363157
Кам'янський навчально-виховний комплекс Ізюмської районної ради Харківської області,https://opendatabot.ua/c/26067289,26067289
"Дацьківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Корсунь-Шевченківської районної ради Черкаської області",https://opendatabot.ua/c/33521697,33521697
Хролівський виправний центр (№ 140),https://opendatabot.ua/c/14319188,14319188
"Здорівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Васильківського району Київської області",https://opendatabot.ua/c/25300111,25300111
Тарнорудська загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/26496275,26496275
"Інгуло-Кам'янський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Новгородківської районної ради",https://opendatabot.ua/c/33329184,33329184
"Вишгородська районна спеціальна загальноосвітня школа ""Надія""",https://opendatabot.ua/c/24220924,24220924
"Комунальний заклад ""Технічний ліцей "" Кам'янської міської ради",https://opendatabot.ua/c/23370679,23370679
Загальноосвітня школа I-III ступенів № 16 Торецької міської ради Донецької області,https://opendatabot.ua/c/25706066,25706066
Коломийська  загальноосвітня  школа І-ІІІ ступенів  №5 імені Т.Г.Шевченка,https://opendatabot.ua/c/20560971,20560971
Гадяцька спеціалізована школа-інтернат І-ІІІ ступенів імені Є.П.Кочергіна Полтавської обласної ради,https://opendatabot.ua/c/04590636,4590636
Броварська спеціалізована школа І-ІІІ ступенів №5 Броварської міської ради Київської області,https://opendatabot.ua/c/22203689,22203689
Шишацька обласна гімназія-інтернат для обдарованих дітей,https://opendatabot.ua/c/25716975,25716975
Іллінівська спеціалізована школа І-ІІІ ступенів Костянтинівської районної ради Донецької області,https://opendatabot.ua/c/25703458,25703458
"Комунальний заклад ""Привільненська загальноосвітня школа І-ІІІ ступенів"" Привільненської сільської ради Дубенського району Рівненської області",https://opendatabot.ua/c/24172792,24172792
Ківшоватська загальноосвітня школа І-ІІІ ступенів Таращанської районної ради Київської області,https://opendatabot.ua/c/23238388,23238388
Острівська загальноосвітня школа І - ІІІ ступенів Мар'їнської районної ради Донецької області,https://opendatabot.ua/c/25701695,25701695
"Юріївський навчально-виховний комплекс ""Загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Снігурівської районної ради Миколаївської області",https://opendatabot.ua/c/40799639,40799639
Пилипецька спеціалізована загальноосвітня школа-інтернат з поглибленим вивченням окремих предметів ІІ - ІІІ ступенів Міжгірської районної ради Закарпатської області,https://opendatabot.ua/c/25439317,25439317
"Київецький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ст. - дошкільний навчальний заклад"" Миколаївської районної ради Львівської області",https://opendatabot.ua/c/25560585,25560585
Яменська загальноосвітня школа І - ІІІ ступенів Троїцької районної ради Луганської області,https://opendatabot.ua/c/20184870,20184870
Старосамбірська загальноосвітня школа І-ІІІ ступенів №1 імені Героя України Богдана Сольчаника  Львівської області,https://opendatabot.ua/c/22385897,22385897
Загальноосвітня середня школа І-ІІІ ступенів імені О. Михайла Вербицького с. Стрілки Старосамбірського району Львівської області,https://opendatabot.ua/c/22385928,22385928
Долинська спеціалізована школа-інтернат І-ІІІ ступенів Долинської районної ради  Івано-Франківської області,https://opendatabot.ua/c/20555378,20555378
Лиманська загальноосвітня школа І-ІІІ ступенів № 1  Роздільнянської районної ради Одеської області,https://opendatabot.ua/c/25038067,25038067
Реклинецька загальноосвітня школа І-ІІІ ступенів Сокальської районної ради Львівської області,https://opendatabot.ua/c/19322640,19322640
Школа І-ІІІ ступенів № 212 Деснянського району м.Києва,https://opendatabot.ua/c/03598736,3598736
Рибальський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Грунської сільської ради Охтирського району Сумської області,https://opendatabot.ua/c/23053743,23053743
"Велюнський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" імені Олександра Ярмоліча Дубровицької районної ради Рівненської області",https://opendatabot.ua/c/39134987,39134987
"Томаківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" № 1 Томаківської районної ради Дніпропетровської області",https://opendatabot.ua/c/33893180,33893180
Броварська загальноосвітня школа І-ІІІ ступенів №9 Броварської міської ради Київської області,https://opendatabot.ua/c/22208830,22208830
"Львівський навчально-виховний комплекс ім. В. Стуса ""спеціалізована школа І ступеня-гімназія міжнародних відносин""",https://opendatabot.ua/c/20834405,20834405
"Комунальний заклад ""Педагогічний ліцей  Кіровоградської міської ради Кіровоградської області""",https://opendatabot.ua/c/31703795,31703795
Школа І-ІІІ ступенів № 249 Деснянського району м. Києва,https://opendatabot.ua/c/03872551,3872551
"Гімназія ""Троєщина"" ІІ-ІІІ ступенів Деснянського району м. Києва",https://opendatabot.ua/c/22906267,22906267
Малківська загальноосвітня школа I-III ступенів Прилуцької районної ради Чернігівської області,https://opendatabot.ua/c/33208230,33208230
"Саратський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-гімназія"" Саратської районної ради",https://opendatabot.ua/c/25814318,25814318
"В'язівський навчально - виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",https://opendatabot.ua/c/32888729,32888729
Великолепетиська загальноосвітня школа І-ІІІ ступенів № 1 Великолепетиської селищної ради Великолепетиського району Херсонської області,https://opendatabot.ua/c/24116475,24116475
Новогродівська загальноосвітня школа I-III ступенів №10 ім.Тараса Шевченка Новогродівської міської ради Донецької області,https://opendatabot.ua/c/25689600,25689600
"Комунальний заклад освіти ""Фінансово-економічний ліцей"" Дніпровської міської ради",https://opendatabot.ua/c/33323774,33323774
"Кодимський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад""",https://opendatabot.ua/c/33775772,33775772
