eoname,KOATUU_2020,KOATUU_2020_reg,year,id,EDRPOU,to_change
Барвінківський ліцей №1 Барвінківської міської територіальної громади Ізюмського району Харківської області,6320410100,63,"[2022, 2023]",барвнквськийлцей1барвнквськахарквськаобл,25780246,
опорний заклад Барвінківська ЗОШ І-ІІІ ступенів №1 Барвінківської районної ради Харківської області,6320410100,63,"[2018, 2019, 2020, 2021]",опорнийзакладбарвнквськазагальноосвтняшкола3ступ1барвнквськахарквськаобл,25780246,
Комунальний заклад «Приколотнянський ліцей ім. Героя Радянського Союзу К.Ф. Ольшанського Великобурлуцької районної ради Харківської області»,6321455600,63,"[2020, 2021]",приколотнянськийлцеймгероярадянськогосоюзукфольшанськоговеликобурлуцькахарквськаобл,25792893,
Комунальний заклад «Приколотнянський ліцей ім. Героя Радянського Союзу К.Ф. Ольшанського Вільхуватської сільської ради»,6321455600,63,"[2022, 2023]",приколотнянськийлцеймгероярадянськогосоюзукфольшанськоговльхуватськао,25792893,
Приколотнянська загальноосвітня школа I-III ступенів ім.Героя Радянського Союзу К.Ф.Ольшанського Великобурлуцької районної ради Харківської області,6321455600,63,"[2016, 2017, 2018, 2019]",приколотнянськазагальноосвтняшкола3ступмгероярадянськогосоюзукфольшанськоговеликобурлуцькахарквськаобл,25792893,
"Черненська філія Комунального закладу ""Приколотнянський ліцей ім. Героя Радянського Союзу К.Ф.Ольшанського Вільхуватської сільської ради""",6321485501,63,[2023],черненськафляприколотнянськийлцеймгероярадянськогосоюзукфольшанськоговльхуватськао,25792893,
ОПОРНИЙ ЗАКЛАД РЕНІЙСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ № 6 РЕНІЙСЬКОЇ МІСЬКОЇ РАДИ,5124110100,51,[2023],опорнийзакладренйськийзакладзагальнасередньаосвти6ренйськао,25814034,
ОПОРНИЙ ЗАКЛАД РЕНІЙСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ №6 РЕНІЙСЬКОЇ МІСЬКОЇ РАДИ,5124110100,51,[2022],опорнийзакладренйськийзакладзагальнасередньаосвти6ренйськао,25814034,
Ренійська філія № 1 ОПОРНОГО ЗАКЛАДУ РЕНІЙСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ № 6 РЕНІЙСЬКОЇ МІСЬКОЇ РАДИ,5124110100,51,[2023],ренйськафля1опорногозакладуренйськийзакладзагальнасередньаосвти6ренйськао,25814034,44461782
"Ренійський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів- ліцей"" Ренійської міської ради",5124110100,51,[2021],ренйськийнавчальновиховнийкомплексзагальноосвтняшкола3ступлцейренйськао,25814034,
"Ренійський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів- ліцей"" Ренійської районної ради Одеської області",5124110100,51,"[2016, 2017, 2018, 2019, 2020]",ренйськийнавчальновиховнийкомплексзагальноосвтняшкола3ступлцейренйськаодеськаобл,25814034,
"Миколаївський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Миколаївського району Одеської області
",5123555100,51,[2016],миколавськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладодеськаобл,25830530,25042011
"Миколаївський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Бородінської селищної ради",5124786001,51,"[2021, 2022]",миколавськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладбороднськао,25830530,
"Миколаївський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Тарутинської районної ради",5124786001,51,"[2017, 2018, 2019, 2020]",миколавськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладтарутинськао,25830530,
"Миколаївський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Тарутинської районної ради
",5124786001,51,[2016],миколавськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладтарутинськао,25830530,
"Опорний заклад Миколаївський ліцей з дошкільним відділенням, початковою школою та гімназією Бородінської селищної ради Болградського району Одеської області",5124786001,51,[2023],опорнийзакладмиколавськийлцейздошкльнимвддленямпочатковоюшколоютагмназюбороднськаодеськаобл,25830530,
Паплинецька загальноосвітня школа I-III ступенів,6824455129,68,[2016],паплинецьказагальноосвтняшкола3ступен,25834166,14146240
Пасічнянський ліцей імені Ігоря Русого Старосинявської селищної ради Хмельницького району Хмельницької області,6824455130,68,[2023],пасчнянськийлцейменгорярусогостаросинявськахмельницькаобл,25834166,
"Пасічнянський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів, технологічний ліцей""",6824455130,68,"[2016, 2017]",пасчнянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступтехнологчнийлце,25834166,
"Пасічнянський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів, технологічний ліцей"" Старосинявської селищної ради Старосинявського району Хмельницької області",6824455130,68,"[2018, 2019, 2020, 2021, 2022]",пасчнянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступтехнологчнийлцейстаросинявськахмельницькаобл,25834166,
"Комунальний заклад ""Панютинський ліцей ""Лозівської міської ради Харківської області",6311045400,63,"[2020, 2021, 2022]",панютинськийлцейлозвськахарквськаобл,25861878,
Комунальний заклад «Панютинський ліцей» Лозівської міської ради Харківської області,6311045400,63,[2023],панютинськийлцейлозвськахарквськаобл,25861878,
Панютинська загальноосвітня школа I-III ст. №1 Лозівської міської ради Харківської області,6311045400,63,[2016],панютинськазагальноосвтняшкола3ступ1лозвськахарквськаобл,25861878,
Панютинська загальноосвітня школа I-III ступенів №1 Лозівської міської ради Харківської області,6311045400,63,"[2017, 2018, 2019]",панютинськазагальноосвтняшкола3ступ1лозвськахарквськаобл,25861878,
Яковлівська філія Комунального закладу «Панютинський ліцей» Лозівської міської ради Харківської області,6323988501,63,[2023],яковлвськафляпанютинськийлцейлозвськахарквськаобл,25861878,Той самий ЄДРПОУ
Близнюківська загальноосвітня школа І-ІІІ ступенів Близнюківської районної ради Харківської області,6320655100,63,[2017],близнюквськазагальноосвтняшкола3ступблизнюквськахарквськаобл,25864569,
Близнюківський ліцей Близнюківської районної ради Харківської області,6320655100,63,[2016],близнюквськийлцейблизнюквськахарквськаобл,25864569,
"Комунальний заклад ""Близнюківський ліцей Близнюківської районної ради Харківської області""",6320655100,63,"[2018, 2019, 2020, 2021]",близнюквськийлцейблизнюквськахарквськаобл,25864569,
"Комунальний заклад ""Близнюківський ліцей Близнюківської селищної ради Лозівського району Харківської області""",6320655100,63,"[2022, 2023]",близнюквськийлцейблизнюквськахарквськаобл,25864569,
"Бурбулатівська філія Комунального закладу ""Близнюківський ліцей Близнюківської селищної ради Лозівського району Харківської області""",6320681501,63,[2023],бурбулатвськафляблизнюквськийлцейблизнюквськахарквськаобл,25864569,
Осичківська загальноосвітня школа I-III ступенів,1825087401,18,"[2016, 2017, 2018]",осичквськазагальноосвтняшкола3ступен,25915634,22057638
ОСИЧКІВСЬКИЙ ЛІЦЕЙ САВРАНСЬКОЇ СЕЛИЩНОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,5124382801,51,[2023],осичквськийлцейсавранськаодеськаобл,25915634,
Осичківська загальноосвітня школа I-III ступенів Савранської районної ради,5124382801,51,"[2016, 2017, 2018, 2019, 2020]",осичквськазагальноосвтняшкола3ступсавранськао,25915634,
Осичківський заклад загальної середньої освіти Савранської селищної ради Одеської області,5124382801,51,"[2021, 2022]",осичквськийзакладзагальнасередньаосвтисавранськаодеськаобл,25915634,
Кам'янець-Подільський ліцей Хмельницької області,6810400000,68,[2016],камянецьподльськийлцейхмельницькаобл,25921037,22783936
Кам'янець-Подільський ліцей з посиленою військово-фізичною підготовкою Хмельницької області,6810400000,68,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",камянецьподльськийлцейзпосиленоювйськовофзичноюпдготовкоюхмельницькаобл,25921037,
Суворовська загальноосвітня школа I-III ступенів,0524310105,05,"[2016, 2017]",суворовськазагальноосвтняшкола3ступен,25948349,21723412
"ОПОРНИЙ ЗАКЛАД ОСВІТИ ""СУВОРОВСЬКИЙ ЛІЦЕЙ СУВОРОВСЬКОЇ СЕЛИЩНОЇ РАДИ ІЗМАЇЛЬСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ""",5122055400,51,[2023],опорнийзакладосвтисуворовськийлцейсуворовськаодеськаобл,25948349,
Суворовська загальноосвітня школа I-III ступенів Ізмаільської районної ради Одеської області,5122055400,51,"[2017, 2018, 2019, 2020]",суворовськазагальноосвтняшкола3ступзмальськаодеськаобл,25948349,
"Суворовська загальноосвітня школа I-III ступенів Ізмаільської районної ради Одеської області
",5122055400,51,[2016],суворовськазагальноосвтняшкола3ступзмальськаодеськаобл,25948349,
Суворовський заклад загальної середньої освіти Суворовської селищної ради Ізмаїльського району Одеської області,5122055400,51,"[2021, 2022]",суворовськийзакладзагальнасередньаосвтисуворовськаодеськаобл,25948349,
Семенівська гімназія №2 Семенівської міської ради Чернігівської області,7424710100,74,"[2018, 2019, 2020, 2021, 2022, 2023]",семенвськагмназя2семенвськачернгвськаобл,25955585,
Семенівська гімназія №2 Семенівської районної ради Чернігівської області,7424710100,74,"[2016, 2017]",семенвськагмназя2семенвськачернгвськаобл,25955585,
Янжулівська філія І-ІІ ступенів Семенівської гімназії №2 Семенівської міської ради Чернігівської області,7424710150,74,[2023],янжулвськафля2ступсеменвськагмназ2семенвськачернгвськаобл,25955585,
Арцизька гімназія з початковою школою -філія Арцизького опорного закладу освіти №1-ліцей з початковою школою та гімназією Арцизької міської ради,5120410100,51,[2023],арцизькагмназязпочатковоюшколоюфляарцизькогоопорногозакладуосвти1лцейзпочатковоюшколоютагмназюарцизькао,26016843,44463334
"Арцизький навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів № 1 - гімназія"" Арцизької районної ради Одеської області",5120410100,51,"[2016, 2017]",арцизькийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназяарцизькаодеськаобл,26016843,
Арцизький опорний заклад загальної середньої освіти I-III ступенів № 1 Арцизької міської ради,5120410100,51,[2021],арцизькийопорнийзакладзагальнасередньаосвти3ступ1арцизькао,26016843,
Арцизький опорний заклад освіти №1- ліцей з початковою школою та гімназією Арцизької міської ради,5120410100,51,"[2022, 2023]",арцизькийопорнийзакладосвти1лцейзпочатковоюшколоютагмназюарцизькао,26016843,
"Опорний навчальний заклад ""Арцизький навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів № 1 - гімназія - міжшкільний навчально-виробничий комбінат - дошкільний начальний заклад"" Арцизької районної ради Одеської області",5120410100,51,"[2018, 2019, 2020]",опорнийнавчальнийзакладарцизькийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1гмназямжшкльнийнавчальновиробничийкомбнатдошкльнийначальнийзакладарцизькаодеськаобл,26016843,
Первомайська загальноосвітня школа I-III ступенів,1425585401,14,[2016],первомайськазагальноосвтняшкола3ступен,26086890,25708421
Первомайська загальноосвітня школа I-III ступенів Вітовської районної ради Миколаївської області,4823355700,48,"[2017, 2018, 2019, 2020, 2021]",первомайськазагальноосвтняшкола3ступвтовськамиколавськаобл,26086890,
Первомайська загальноосвітня школа I-III ступенів Жовтневої районної ради Миколаївської області,4823355700,48,[2016],первомайськазагальноосвтняшкола3ступжовтневамиколавськаобл,26086890,
Первомайська загальноосвітня школа I-III ступенів Первомайської селищної ради Миколаївської області,4823355700,48,[2022],первомайськазагальноосвтняшкола3ступпервомайськамиколавськаобл,26086890,
Первомайський ліцей Первомайської селищної ради Миколаївського району Миколаївської області,4823355700,48,[2023],первомайськийлцейпервомайськамиколавськаобл,26086890,
"Комунальний заклад ""Шевченківська загальноосвітня школа I-III ступенів""",1221482008,12,"[2018, 2019, 2020]",шевченквськазагальноосвтняшкола3ступен,26086915,20271126
Шевченківська загальноосвітня школа I-III ступенів,2622087601,26,"[2016, 2017]",шевченквськазагальноосвтняшкола3ступен,26086915,20565632
Шевченківська загальноосвітня школа I-III ступенів Вітовської районної ради Миколаївської області,4823384701,48,[2017],шевченквськазагальноосвтняшкола3ступвтовськамиколавськаобл,26086915,
Шевченківська загальноосвітня школа I-III ступенів Жовтневої районної ради Миколаївської області,4823384701,48,[2016],шевченквськазагальноосвтняшкола3ступжовтневамиколавськаобл,26086915,
Шевченківська загальноосвітня школа I-III ступенів Шевченківської сільської ради Вітовського району Миколаївської області,4823384701,48,"[2018, 2019, 2020]",шевченквськазагальноосвтняшкола3ступшевченквськамиколавськаобл,26086915,
Шевченківський заклад загальної середньої освіти I-III ступенів Шевченківської сільської ради Миколаївської області,4823384701,48,"[2021, 2022]",шевченквськийзакладзагальнасередньаосвти3ступшевченквськамиколавськаобл,26086915,
Шевченківський ліцей Шевченківської сільської ради Миколаївської області,4823384701,48,[2023],шевченквськийлцейшевченквськамиколавськаобл,26086915,
Озерненська гімназія,1822055900,18,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",озерненськагмназ,26087145,22060793
Артемівська загальноосвітня школа I-III ступенів Новоодеської районної ради Миколаївської області,4824882602,48,"[2016, 2017]",артемвськазагальноосвтняшкола3ступновоодеськамиколавськаобл,26087145,
Голосківська загальноосвітня школа I-III ступенів Кривоозерської районної ради Миколаївської області,4823983101,48,"[2018, 2019, 2020]",голосквськазагальноосвтняшкола3ступкривоозерськамиколавськаобл,26108404,
"Комунальний заклад ""Голосківський заклад загальної середньої освіти I-III ступенів Кривоозерської селищної ради""",4823983101,48,[2021],голосквськийзакладзагальнасередньаосвти3ступкривоозерськао,26108404,
Голосківська загальноосвітня школа I-III ступенів Кривоозерської районної ради Миколаївської області,4823983103,48,"[2016, 2017]",голосквськазагальноосвтняшкола3ступкривоозерськамиколавськаобл,26108404,
Голосківська загальноосвітня школа I-III ступенів,6822481809,68,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",голосквськазагальноосвтняшкола3ступен,26108404,23829221
Врадіївська загальноосвітня школа I-III ступенів №3 Врадіївської районної ради Миколаївської області,4822355100,48,"[2016, 2017, 2018, 2019, 2020, 2021]",врадвськазагальноосвтняшкола3ступ3врадвськамиколавськаобл,26108479,
Врадіївська загальноосвітня школа I-III ступенів №3 Врадіївської селищної ради Миколаївської області,4822355100,48,[2022],врадвськазагальноосвтняшкола3ступ3врадвськамиколавськаобл,26108479,
Врадіївська районна гімназія Врадіївської районної ради Миколаївської області,4822355100,48,"[2016, 2017, 2018, 2019, 2020, 2021]",врадвськагмназяврадвськамиколавськаобл,26108479,26445225
Врадіївська районна гімназія Врадіївської селищної ради Миколаївської області,4822355100,48,[2022],врадвськагмназяврадвськамиколавськаобл,26108479,26445225
Подільська загальноосвітня школа I-III ступенів Веселинівської районної ради Миколаївської області,4821783401,48,"[2016, 2017, 2018, 2019, 2020]",подльськазагальноосвтняшкола3ступвеселинвськамиколавськаобл,26108924,
Подільська загальноосвітня школа I-III ступенів Веселинівської селищної ради Миколаївської області,4821783401,48,"[2021, 2022]",подльськазагальноосвтняшкола3ступвеселинвськамиколавськаобл,26108924,
Подільська загальноосвітня школа I-III ступенів,6822455807,68,"[2016, 2017, 2018]",подльськазагальноосвтняшкола3ступен,26108924,26495759
"Дмитрівська загальноосвітня школа I-III ступенів Кілійського району Одеської області
",5122381201,51,[2016],дмитрвськазагальноосвтняшкола3ступодеськаобл,26110743,34219987
ДЕЛЬЖИЛЕРСЬКИЙ ЛІЦЕЙ ТАТАРБУНАРСЬКОЇ МІСЬКОЇ РАДИ,5125081901,51,[2023],дельжилерськийлцейтатарбунарськао,26110743,
Дельжилерський ліцей Татарбунарської міської ради,5125081901,51,[2022],дельжилерськийлцейтатарбунарськао,26110743,
Дмитрівська загальноосвітня школа I-III ступенів Татарбунарського району Одеської області,5125081901,51,[2016],дмитрвськазагальноосвтняшкола3ступодеськаобл,26110743,
"Комунальний заклад ""Дмитрівська загальноосвітня школа I-III ступенів"" Татарбунарського району Одеської області",5125081901,51,"[2017, 2018]",дмитрвськазагальноосвтняшкола3ступодеськаобл,26110743,
"Комунальний заклад ""Дмитрівська загальноосвітня школа I-III ступенів"" Татарбунарської районної ради Одеської області",5125081901,51,"[2019, 2020]",дмитрвськазагальноосвтняшкола3ступтатарбунарськаодеськаобл,26110743,
"Комунальний заклад ""Дмитрівський заклад загальної середньої освіти I-III ступенів"" Татарбунарської міської ради Одеської області",5125081901,51,[2021],дмитрвськийзакладзагальнасередньаосвти3ступтатарбунарськаодеськаобл,26110743,
Довгалівська загальноосвітня школа І-ІІІ ступенів Крупецької сільської ради Радивилівського району Рівненської області,5625884810,56,"[2018, 2019, 2020]",довгалвськазагальноосвтняшкола3ступкрупецькарвненськаобл,26151908,
Довгалівська загальноосвітня школа І-ІІІ ступенів Радивилівської районної ради Рівненської області,5625884810,56,"[2016, 2017]",довгалвськазагальноосвтняшкола3ступрадивилвськарвненськаобл,26151908,
Довгалівський ліцей Крупецької сільської ради Дубенського району Рівненської області,5625884810,56,"[2021, 2022, 2023]",довгалвськийлцейкрупецькарвненськаобл,26151908,
Довгалівський ліцей,6820383001,68,[2020],довгалвськийлце,26151908,25571689
Виноградненська загальноосвітня школа I-III ступенів  Березівського району,5121285602,51,[2017],виноградненськазагальноосвтняшкола3ступен,26166956,
Виноградненська загальноосвітня школа I-III ступенів Березівського району,5121285602,51,[2018],виноградненськазагальноосвтняшкола3ступен,26166956,24767373
Виноградненська загальноосвітня школа I-III ступенів Болградського району Одеської області,5121481401,51,"[2016, 2017, 2018, 2019, 2020]",виноградненськазагальноосвтняшкола3ступодеськаобл,26166956,24767373
Виноградненський заклад загальної середньої освіти Кубейської сільської ради Болградського району Одеської області,5121481401,51,[2021],виноградненськийзакладзагальнасередньаосвтикубейськаодеськаобл,26166956,
Виноградненський ліцей з початковою школою та гімназією Кубейської сільської ради Болградського району Одеської області,5121481401,51,"[2022, 2023]",виноградненськийлцейзпочатковоюшколоютагмназюкубейськаодеськаобл,26166956,
"Заклад ""Верхівська загальноосвітня школа I-III ступенів""",0520280401,05,"[2016, 2017]",закладверхвськазагальноосвтняшкола3ступен,26220512,26229444
Верхівська середня загальноосвітня школа І-ІІІ ступенів,0524180801,05,"[2016, 2017, 2018, 2019, 2020, 2021]",верхвськасереднязагальноосвтняшкола3ступен,26220512,
"Комунальний заклад ""Верхівський заклад загальної середньої освіти І-ІІІ ступенів"" Ободівської сільської ради",0524180801,05,[2022],верхвськийзакладзагальнасередньаосвти3ступободвськао,26220512,
Комунальний заклад «Верхівський ліцей» Ободівської сільської ради,0524180801,05,[2023],верхвськийлцейободвськао,26220512,
Вилянська загальноосвітня школа I-III ступенів,0523955116,05,"[2016, 2017]",вилянськазагальноосвтняшкола3ступен,26223074,
Вапнярська загальноосвітня школа I-III ступенів №1 ім. І. Д. Черняховського,0523955400,05,[2016],вапнярськазагальноосвтняшкола3ступ1мдчерняховськог,26223074,26223275
"Комунальний заклад ""Райгородська загальноосвітня школа I-III ступенів Райгородської сілької ради Немирівського району Вінницької області""",0523086401,05,"[2019, 2020, 2021]",райгородськазагальноосвтняшкола3ступрайгородськаслькавницькаобл,26228485,
Райгородська середня загальноосвітня школа I-III ступенів Немирівського району Вінницької області,0523086401,05,"[2016, 2017, 2018]",райгородськасереднязагальноосвтняшкола3ступвницькаобл,26228485,
Райгородський ліцей Райгородської сільської ради Вінницької області,0523086401,05,"[2022, 2023]",райгородськийлцейрайгородськавницькаобл,26228485,
Райгородська загальноосвітня школа I-III ступенів,4423186701,44,[2016],райгородськазагальноосвтняшкола3ступен,26228485,34250482
Лозівська середня загальноосвітня школа I-III ступенів Чернівецького району,0524984001,05,"[2016, 2017]",лозвськасереднязагальноосвтняшкола3ступен,26229042,26242812
Лозівська середня загальноосвітня школа I-III ступенів Шаргородського району Вінницької області,0525384801,05,"[2021, 2022]",лозвськасереднязагальноосвтняшкола3ступвницькаобл,26229042,
"Лозівська середня загальноосвітня школа I-III ступенів, Шаргородського району, Вінницької області",0525384801,05,"[2016, 2017, 2018, 2019]",лозвськасереднязагальноосвтняшкола3ступвницькаобл,26229042,
Лозівський ліцей Шаргородської міської ради Жмеринського району Вінницької області,0525384801,05,[2023],лозвськийлцейшаргородськавницькаобл,26229042,
Бабинська загальноосвітня школа I-III ступенів Іллінецької міської ради,0521280403,05,[2022],бабинськазагальноосвтняшкола3ступллнецькао,26241913,
Бабинська загальноосвітня школа I-III ступенів Іллінецької районної ради,0521280403,05,"[2016, 2017, 2018, 2019, 2020, 2021]",бабинськазагальноосвтняшкола3ступллнецькао,26241913,
Бабинський ліцей Іллінецької міської ради Вінницької області,0521280403,05,[2023],бабинськийлцейллнецькавницькаобл,26241913,
Бабинська загальноосвітня школа I-III ступенів,6824455106,68,[2017],бабинськазагальноосвтняшкола3ступен,26241913,22989448
Альтернативна середня загальноосвітня школа I-III ступенів №1 ім. А.С. Макаренка розвитку здібностей дитини м. Гнівань Тиврівського району Вінницької області,0524510500,05,[2020],альтернативнасереднязагальноосвтняшкола3ступ1масмакаренкарозвиткуздбностейдитинимгнваньвницькаобл,26242083,
Альтернативна середня загальноосвітня школа I-III ступенів №1 ім. А.С.Макаренка розвитку здібностей дитини м.Гнівань,0524510500,05,"[2016, 2017, 2018]",альтернативнасереднязагальноосвтняшкола3ступ1масмакаренкарозвиткуздбностейдитинимгнван,26242083,
Альтернативна середня загальноосвітня школа I-III ступенів №1 ім. А.С.Макаренка розвитку здібностей дитини м.Гнівань Гніванської міської ради Тиврівського району Вінницької області,0524510500,05,[2019],альтернативнасереднязагальноосвтняшкола3ступ1масмакаренкарозвиткуздбностейдитинимгнваньгнванськавницькаобл,26242083,
Гніванська філія ліцею №1 ім. А.С. Макаренка Гніванської міської ради,0524510500,05,[2023],гнванськафлялцею1масмакаренкагнванськао,26242083,
Ліцей №1 ім. А.С. Макаренка Гніванської міської ради,0524510500,05,[2023],лцей1масмакаренкагнванськао,26242083,
"Опорний заклад освіти ""Альтернативна школа загальної середньої освіти I-III ступенів №1 ім. А.С. Макаренка розвитку здібностей дитини Гніванської міської ради Вінницької області""",0524510500,05,[2021],опорнийзакладосвтиальтернативнашколазагальнасередньаосвти3ступ1масмакаренкарозвиткуздбностейдитинигнванськавницькаобл,26242083,
"Опорний заклад освіти ""Альтернативна школа загальної середньої освіти I-III ступенів №1 ім. А.С. Макаренка розвитку здібностей дитини"" Гніванської міської ради Вінницької області",0524510500,05,[2022],опорнийзакладосвтиальтернативнашколазагальнасередньаосвти3ступ1масмакаренкарозвиткуздбностейдитинигнванськавницькаобл,26242083,
Браїлівська загальноосвітня школа I-III ступенів ім. В.О.Забаштанського,0521055300,05,[2018],бралвськазагальноосвтняшкола3ступмвозабаштанськог,26242321,
Браїлівська загальноосвітня школа I-ІІ-III ступенів ім. В.О.Забаштанського,0521055300,05,"[2016, 2017]",бралвськазагальноосвтняшкола3ступмвозабаштанськог,26242321,
Браїлівський заклад загальної середньої освіти I-III ступенів ім. В.О.Забаштанського Жмеринської міської територіальної громади,0521055300,05,[2022],бралвськийзакладзагальнасередньаосвти3ступмвозабаштанськогожмеринськатериторальнагромад,26242321,
"Опорний заклад ""Браїлівська загальноосвітня школа I-III ступенів ім. В.О.Забаштанського""",0521055300,05,"[2019, 2020, 2021]",опорнийзакладбралвськазагальноосвтняшкола3ступмвозабаштанськог,26242321,
"комунальний заклад ""Браїлівський ліцей імені В.О. Забаштанського"" Жмеринської міської територіальної громади",0521055300,05,[2023],бралвськийлцейменвозабаштанськогожмеринськатериторальнагромад,26242321,
Браїлівська загальноосвітня школа I-III ступенів,6823355106,68,"[2016, 2017]",бралвськазагальноосвтняшкола3ступен,26242321,26495648
Чернятинська загальноосвітня школа I-III ступенів,0521085213,05,"[2018, 2019, 2020, 2021]",чернятинськазагальноосвтняшкола3ступен,26242580,
Чернятинська загальноосвітня школа I-ІІ-III ступенів,0521085213,05,"[2016, 2017]",чернятинськазагальноосвтняшкола3ступен,26242580,
Чернятинський заклад загальної середньої освіти I-III ступенів,0521085213,05,[2022],чернятинськийзакладзагальнасередньаосвти3ступен,26242580,
Чернятинська загальноосвітня школа І-ІІІ ст.,2621687001,26,"[2016, 2017]",чернятинськазагальноосвтняшкола3ст,26242580,23924155
Чернятинська загальноосвітня школа І-ІІІ ступенів,2621687001,26,[2018],чернятинськазагальноосвтняшкола3ступен,26242580,23924155
"Іванівська філія КОМУНАЛЬНОГО ЗАКЛАДУ ""ЛУКА-МЕЛЕШКІВСЬКИЙ ЛІЦЕЙ ЛУКА-МЕЛЕШКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ВІННИЦЬКОЇ ОБЛАСТІ""",0520682003,05,[2023],ванвськафлялукамелешквськийлцейлукамелешквськавницькаобл,26242717,
"КОМУНАЛЬНИЙ ЗАКЛАД ""ЛУКА-МЕЛЕШКІВСЬКИЙ ЛІЦЕЙ ЛУКА-МЕЛЕШКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ВІННИЦЬКОЇ ОБЛАСТІ""",0520682803,05,[2023],лукамелешквськийлцейлукамелешквськавницькаобл,26242717,
"Комунальний заклад ""Заклад загальної середньої освіти - ліцей Лука-Мелешківської сільської ради""",0520682803,05,"[2020, 2021, 2022]",закладзагальнасередньаосвтилцейлукамелешквськао,26242717,
Лука-Мелешківська загальноосвітня школа I-III ступенів,0520682803,05,"[2016, 2017, 2018]",лукамелешквськазагальноосвтняшкола3ступен,26242717,
Лука-Мелешківська загальноосвітня школа I-III ступенів Вінницького району Вінницької області,0520682803,05,[2019],лукамелешквськазагальноосвтняшкола3ступвницькаобл,26242717,
"Комунальний заклад ""Сокільська загальноосвітня школа I-III ступенів Чернівецької районної ради Вінницької області""",0524986001,05,"[2019, 2020]",сокльськазагальноосвтняшкола3ступчернвецькавницькаобл,26242901,
Сокільська середня загальноосвітня школа I-III ступенів Чернівецького району,0524986001,05,"[2016, 2017]",сокльськасереднязагальноосвтняшкола3ступен,26242901,
Сокільська середня загальноосвітня школа I-III ступенів Чернівецького району Вінницької області,0524986001,05,[2018],сокльськасереднязагальноосвтняшкола3ступвницькаобл,26242901,
Сокільський заклад загальної середньої освіти I-III ступенів Чернівецької селищної ради,0524986001,05,[2022],сокльськийзакладзагальнасередньаосвти3ступчернвецькао,26242901,
Сокільський ліцей Чернівецької селищної ради,0524986001,05,[2023],сокльськийлцейчернвецькао,26242901,
Сокільська загальноосвітня школа I-III ступенів,6822482714,68,"[2016, 2017, 2018]",сокльськазагальноосвтняшкола3ступен,26242901,26495236
Опорний заклад загальної середньої освіти І-ІІІ ступенів с. Багринівці Літинської селищної ради Вінницької області,0522480401,05,"[2022, 2023]",опорнийзакладзагальнасередньаосвти3ступсбагринвцлтинськавницькаобл,26244432,
