eoname,KOATUU_2020,year,id,EDRPOU,KOATUU_2020_reg
"Кульчицький НВК ""Cередня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624283701,"[2017, 2018]",кульчицькийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
"Кульчицький НВК ""середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624283701,[2016],кульчицькийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
"Луківський НВК ""Середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624284301,"[2017, 2018]",луквськийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
"Луківський НВК ""середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624284301,[2016],луквськийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
Михайлевицька середня загальноосвітня школа І-ІІІ ступенів Самбірського району Львіської області,4624284901,[2017],михайлевицькасереднязагальноосвтняшкола3ступсамбрськогорайонульвськообл,,46
Монастирецький заклад загальної середньї освіти І-ІІІ ступенів Ралівської сільської ради Самбірського району Львівської області,4624285201,[2022],монастирецькийзакладзагальносередньосвти3ступралвськосльськорадисамбрськогорайонульввськообл,,46
"Державний навчальний заклад ""Погірцівське вище професійне училище""",4624286601,"[2019, 2020, 2021, 2022]",державнийнавчальнийзакладпогрцвськевищепрофесйнеучилище,,46
Ралівський опорний заклад загальної середньої освіти ім. Ів. Франка,4624287201,"[2021, 2022]",ралвськийопорнийзакладзагальносередньоосвтименвфранка,,46
"Новосілківський НВК ""Середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624288601,[2016],новослквськийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
Хлопчицький заклад загальної середньої освіти І-ІІІ ступенів Самбірського району Львівської області,4624288605,[2022],хлопчицькийзакладзагальносередньоосвти3ступсамбрськогорайонульввськообл,,46
"Чайковицький навально-виховний комплекс ""Середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Самбірського району Львівської області",4624288901,"[2019, 2020, 2021, 2022]",чайковицькийнавальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзакладсамбрськогорайонульввськообл,,46
Чукв'янська середня загальноосвітня школа І-ІІІ ступенів Самбірського району Львівської області,4624289201,[2018],чуквянськасереднязагальноосвтняшкола3ступсамбрськогорайонульввськообл,,46
"Блажівський НВК ""Середня загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",4624289204,"[2016, 2017]",блажвськийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзаклад,,46
"Опорний навчальний заклад ""Сколівська академічна гімназія при Національному університеті ""Львівська політехніка"" імені Героя України Героя Небесної сотні Олега Ушневича"" Сколівської міської ради",4624510100,[2021],опорнийнавчальнийзакладсколвськаакадемчнагмназяпринацональномуунверситетльввськаполтехнкаменгерояукранигероянебесносотнолегаушневичасколвськомськоради,,46
"Навчально-виховний комплекс ""Середня загальноосвітня школа - ліцей"" с. Козьови при Львівському національному університеті імені Івана Франка Сколівської районної ради Львівської області",4624583001,"[2016, 2017, 2018]",навчальновиховнийкомплекссереднязагальноосвтняшколалцейскозьовиприльввськомунацональномуунверситетменванафранкасколвськорайонорадильввськообл,,46
"Тухлянський навчально-виховний комплекс ""Середня загальноосвітня школа - гімназія"" с. Тухля Сколівської районної ради Львівської області",4624587801,"[2016, 2017]",тухлянськийнавчальновиховнийкомплекссереднязагальноосвтняшколагмназястухлясколвськорайонорадильввськообл,,46
"Державний професійно-технічний навчальний заклад ""Сокальський професійний ліцей""",4624810100,"[2018, 2019, 2020, 2021, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладсокальськийпрофесйнийлцей,,46
"Комунальний заклад Львівської обласної ради ""Сокальська загальноосвітня санаторна школа-інтернат І-ІІІ ст. імені Т. Шевченка""",4624810100,"[2016, 2017, 2018, 2019]",льввськообласнорадисокальськазагальноосвтнясанаторнашколантернат3ступментшевченка,,46
"Сокальська гімназія імені Олега Романіва Сокальської районної ради Львівської області
",4624810100,[2016],сокальськагмназяменолегароманвасокальськорайонорадильввськообл,,46
"Сокальський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2 - ліцей"" Сокальської районної ради Львівської області
",4624810100,[2016],сокальськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ2лцейсокальськорайонорадильввськообл,,46
"Сокальський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №4 - ліцей"" Сокальської районної ради Львівської області
",4624810100,[2016],сокальськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ4лцейсокальськорайонорадильввськообл,,46
"Сокальський навчально-виховний комплекс""Загальноосвітня школа І ступеня - гімназія"" імені Олега Романіва Сокальської районної ради Львівської області",4624810100,[2018],сокальськийнавчальновиховнийкомплексзагальноосвтняшколаступгмназяменолегароманвасокальськорайонорадильввськообл,,46
Заклад загальної середньої освіти І-ІІІ стпенів Соснівський ліцей №3 Сокальської районної ради Львівської області,4624810200,[2020],закладзагальносередньоосвти3стпенвсоснвськийлцей3сокальськорайонорадильввськообл,,46
"Белзька загальноосвітня школа І-ІІІ ступенів Сокальської районної ради Львівської області
",4624810300,[2016],белзьказагальноосвтняшкола3ступсокальськорайонорадильввськообл,,46
"Філія Державного навчального закладу ""Угнівський аграрно-будівельний ліцей"" м. Белз",4624810300,"[2019, 2020, 2021]",флядержавногонавчальногозакладуугнвськийаграрнобудвельнийлцеймбелз,,46
Великомостівська загальноосвітня школа І- ІІІ ступенів Сокальської районної ради Львівської області,4624810600,"[2017, 2018]",великомоствськазагальноосвтняшкола3ступсокальськорайонорадильввськообл,,46
"Великомостівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" Сокальської районної ради Львівської області
",4624810600,[2016],великомоствськийнавчальновиховнийкомплексзагальноосвтняшкола3ступлцейсокальськорайонорадильввськообл,,46
"Бутинський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дитячий садок"" Сокальського району Львівської області",4624810603,"[2016, 2017]",бутинськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдитячийсадоксокальськогорайонульввськообл,,46
"Двірцівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Сокальської районної ради Львівської області
",4624810605,[2016],дврцвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдитячийсадоксокальськорайонорадильввськообл,,46
"Реклинецька загальноосвітня школа І-ІІІ ступенів Сокальської районної ради Львівської області
",4624810609,[2016],реклинецьказагальноосвтняшкола3ступсокальськорайонорадильввськообл,,46
"Державний навчальний заклад ""Угнівський аграрно-будівельний ліцей""",4624810900,"[2019, 2020, 2022]",державнийнавчальнийзакладугнвськийаграрнобудвельнийлцей,,46
Угнівський аграрно-будівельний ліцей,4624810900,[2021],угнвськийаграрнобудвельнийлцей,,46
"Савчинська загальноосвітня школа І-ІІІ ступенів Сокальської районної ради Львівської області
",4624886201,[2016],савчинськазагальноосвтняшкола3ступсокальськорайонорадильввськообл,,46
"Сілецька загальноосвітня школа І-ІІІ ступенів імені Івана Климіва-Легенди Сокальської районної ради Львівської області
",4624886601,[2016],слецьказагальноосвтняшкола3ступменванаклимвалегендисокальськорайонорадильввськообл,,46
"Перетіцький навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Сокальської районної ради Львівської області
",4624886802,[2016],перетцькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдитячийсадоксокальськорайонорадильввськообл,,46
"Старосамбірська загальноосвітня школа І-ІІІ ступенів №1 імені Богдана Сольчаника Старосамбірського району Львівської області
",4625110100,[2016],старосамбрськазагальноосвтняшкола3ступ1менбогданасольчаникастаросамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступенів - ліцей імені Владики Івана Хоми м.Хирів Самбірського району Львівської області,4625110700,[2022],закладзагальносередньоосвти3ступлцейменвладикиванахомимхирвсамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступенів - ліцей імені Владики Івана Хоми м.Хирів Старосамбірського району Львівської області,4625110700,[2021],закладзагальносередньоосвти3ступлцейменвладикиванахомимхирвстаросамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступенів-ліцей імені Владики Івана Хоми м.Хирів Старосамбірського району Львівської області,4625110700,"[2019, 2020]",закладзагальносередньоосвти3ступлцейменвладикиванахомимхирвстаросамбрськогорайонульввськообл,,46
Хирівська школа-інтернат Владики Івана Хоми,4625110700,"[2016, 2017, 2018]",хирвськашколантернатвладикиванахоми,,46
"Державний професійно-технічний навчальний заклад ""Нижанковицький професійний ліцей""",4625155400,"[2018, 2019, 2020, 2021, 2022]",державнийпрофесйнотехнчнийнавчальнийзакладнижанковицькийпрофесйнийлцей,,46
Загальноосвітня середня школа І-ІІІ ступенів с. Лютовиська Старосамбірського району Львівської області,4625183101,"[2017, 2018]",загальноосвтнясередняшкола3ступслютовиськастаросамбрськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад о.І.Могильницького"" с. Міженець Старосамбірського району Львівської області",4625183301,[2016],навчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладомогильницькогосмженецьстаросамбрськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад-учнівське лісництво ім.О.І.Могильницького"" с. Міженець Старосамбірського району Львівської області",4625183301,[2018],навчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладучнвськелсництвоменомогильницькогосмженецьстаросамбрськогорайонульввськообл,,46
Загальноосвітня середня школа І-ІІІ ступенів с. Нове Місто Новоміської сільської ради об’єднаної територіальної громади Старосамбірського району Львівської області,4625183901,[2021],загальноосвтнясередняшкола3ступсновемновомськосльськорадиобєднанотериторальногромадистаросамбрськогорайонульввськообл,,46
Загальноосвітня середня школа І-ІІІ ступенів с. Нове Місто Старосамбірського району Львівської області,4625183901,"[2016, 2017]",загальноосвтнясередняшкола3ступсновемстаросамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступеніів - заклад дошкільної освіти с. Стар'ява Хирівської міської ради Самбірського району Львівської області,4625185301,[2022],закладзагальносередньоосвти3ступенвзакладдошкльноосвтисстарявахирвськомськорадисамбрськогорайонульввськообл,,46
Загальноосвітня середня школа І-ІІІ ступенів с. Стрілки Старосамбірського району Львівської області,4625185701,[2016],загальноосвтнясередняшкола3ступсстрлкистаросамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступенів - ліцей с.Стрілки Старосамбірського району Львівської області,4625185701,[2021],закладзагальносередньоосвти3ступлцейсстрлкистаросамбрськогорайонульввськообл,,46
Заклад загальної середньої освіти І-ІІІ ступенів-ліцей с.Стрілки Старосамбірського району Львівської області,4625185701,"[2019, 2020]",закладзагальносередньоосвти3ступлцейсстрлкистаросамбрськогорайонульввськообл,,46
Стрілківська школа-інтернат І-ІІІ ступенів,4625185701,"[2016, 2017, 2018]",стрлквськашколантернат3ступ,,46
"Навчально-виховний комплекс ""Дашавський загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" Стрийського району Львівської області",4625355300,"[2016, 2017]",навчальновиховнийкомплексдашавськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Опорний навчально-виховний комплекс ""Дашавський загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" Стрийського району Львівської області",4625355300,"[2018, 2019, 2020, 2021]",опорнийнавчальновиховнийкомплексдашавськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Братківський ЗНЗ І-ІІІ ступенів - ДНЗ"" Стрийського району Львівської області",4625380101,"[2016, 2017, 2018, 2019, 2020, 2021]",навчальновиховнийкомплексбратквськийзагальноосвтнйнавчальнийзаклад3ступднзстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Волезадеревацький загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625380301,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",навчальновиховнийкомплексволезадеревацькийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Гірненський загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625380401,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",навчальновиховнийкомплексгрненськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
Великодідушицька опорна середня загальноосвітня школа І-ІІІ ступенів Стрийського району Львівської області,4625380801,"[2018, 2019, 2020, 2021]",великоддушицькаопорнасереднязагальноосвтняшкола3ступстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Кавський загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625382801,"[2016, 2017, 2018, 2019, 2020, 2021]",навчальновиховнийкомплекскавськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Лисятицький загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625383601,"[2016, 2017, 2018, 2019, 2020, 2021]",навчальновиховнийкомплекслисятицькийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Лисовицька середня загальноосвітня школа І-ІІІ ступенів-ліцей""  Стрийського району Львівської області",4625384001,[2017],навчальновиховнийкомплекслисовицькасереднязагальноосвтняшкола3ступлцейстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Лисовицька середня загальноосвітня школа І-ІІІ ступенів-ліцей"" Стрийського району Львівської області",4625384001,"[2018, 2019, 2020, 2021, 2022]",навчальновиховнийкомплекслисовицькасереднязагальноосвтняшкола3ступлцейстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Лисовицька середня загальноосвітня школа-ліцей І-ІІІ ступенів при Львівській комерційній академії"" Стрийського району Львівської області
",4625384001,[2016],навчальновиховнийкомплекслисовицькасереднязагальноосвтняшколалцей3ступприльввськйкомерцйнйакадемстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Любинцівський загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625384401,"[2016, 2017, 2018, 2019, 2020, 2021, 2022]",навчальновиховнийкомплекслюбинцвськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Миртюківський спеціалізований загальноосвітній навчальний заклад І-ІІІ ступенів з поглибленим вивченням іноземних мов - дошкільний навчальний заклад""",4625384601,[2022],навчальновиховнийкомплексмиртюквськийспецалзованийзагальноосвтнйнавчальнийзаклад3ступзпоглибленимвивченямноземнихмовдошкльнийнавчальнийзаклад,,46
Нежухівський заклад загальної середньої освіти І-ІІІ ступенів Стрийської міської ради Стрийського району Львівської області,4625384801,[2022],нежухвськийзакладзагальносередньоосвти3ступстрийськомськорадистрийськогорайонульввськообл,,46
"Комунальний заклад Львівської обласної ради ""Підгірцівська спеціальна загальноосвітня  школа-інтернат І-ІІІ ступенів""",4625385201,[2017],льввськообласнорадипдгрцвськаспецальназагальноосвтняшколантернат3ступ,,46
"Комунальний заклад Львівської обласної ради ""Підгірцівська спеціальна загальноосвітня спеціальна школа-інтернат І-ІІІ ступенів""",4625385201,[2016],льввськообласнорадипдгрцвськаспецальназагальноосвтняспецальнашколантернат3ступ,,46
"Комунальний заклад Львівської обласної ради ""Підгірцівська спеціальна загальноосвітня школа-інтернат І-ІІІ ступенів""",4625385201,"[2018, 2019]",льввськообласнорадипдгрцвськаспецальназагальноосвтняшколантернат3ступ,,46
Подорожненський опорний заклад загальної середньої освіти І-ІІІ ступенів Стрийського району Львівської області,4625385601,"[2019, 2020, 2021]",подорожненськийопорнийзакладзагальносередньоосвти3ступстрийськогорайонульввськообл,,46
"Навчально-виховний комплекс ""Станківський загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Стрийського району Львівської області",4625386401,"[2018, 2019, 2020, 2021, 2022]",навчальновиховнийкомплексстанквськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладстрийськогорайонульввськообл,,46
Станківська середня загальноосвітня школа І-ІІІ ступенів Стрийського району Львівської області,4625386401,"[2016, 2017]",станквськасереднязагальноосвтняшкола3ступстрийськогорайонульввськообл,,46
Турківський заклад загальної середньої освіти І-ІІІ ступенів Турківської міської ради Самбірського району Львівської області,4625510100,"[2021, 2022]",турквськийзакладзагальносередньоосвти3ступтурквськомськорадисамбрськогорайонульввськообл,,46
Турківський заклад загальної середньої освіти І-ІІІ ступенів №1 Турківської міської ради Самбірського району Львівської області,4625510100,"[2021, 2022]",турквськийзакладзагальносередньоосвти3ступ1турквськомськорадисамбрськогорайонульввськообл,,46
Турківський професійний ліцей,4625510100,"[2019, 2020, 2021, 2022]",турквськийпрофесйнийлцей,,46
БОРИНСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ I-III СТ.-ЗАКЛАД ДОШКІЛЬНОЇ ОСВІТИ,4625555300,[2022],боринськийзакладзагальносередньоосвти3ступзакладдошкльноосвти,,46
Боринський професійний ліцей народних промислів і ремесел,4625555300,"[2018, 2019, 2020, 2021, 2022]",боринськийпрофесйнийлцейнароднихпромислвремесел,,46
"Верхньовисоцький навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ст. - дошкільний навчальний заклад"" Турківської районної ради Львівської області""",4625581301,[2021],верхньовисоцькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладтурквськорайонорадильввськообл,,46
Верхньогусненський заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкілької освіти Боринської селищної ради Самбірського району Львівської області,4625581601,[2022],верхньогусненськийзакладзагальносередньоосвти3ступзакладдошклькоосвтиборинськоселищнорадисамбрськогорайонульввськообл,,46
"Верхньогусненський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Турківської районної ради Львівської області",4625581601,"[2016, 2017, 2019, 2020, 2021]",верхньогусненськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладтурквськорайонорадильввськообл,,46
Верхненський заклад загальної середньої освіти І-ІІІ ст. - заклад дошкільної освіти Боринської селищної ради Самбірського району Львівської області,4625581901,[2022],верхненськийзакладзагальносередньоосвти3ступзакладдошкльноосвтиборинськоселищнорадисамбрськогорайонульввськообл,,46
Верхньояблунський заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти Боринської селищної ради Самбірського району Львівської області,4625582201,[2022],верхньояблунськийзакладзагальносередньоосвти3ступзакладдошкльноосвтиборинськоселищнорадисамбрськогорайонульввськообл,,46
Ільницький заклад загальної середньої освіти І-ІІІ ступенів Турківської міської ради Самбірського району Львівської області,4625583201,[2022],льницькийзакладзагальносередньоосвти3ступтурквськомськорадисамбрськогорайонульввськообл,,46
"Лімнянський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Турківської районної ради Львівської області",4625585101,"[2016, 2017, 2018]",лмнянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладтурквськорайонорадильввськообл,,46
Явірський заклад загальної середньої освіти І-ІІІ ступенів Турківської міської ради Самбірського району Львівської області,4625587801,[2022],яврськийзакладзагальносередньоосвти3ступтурквськомськорадисамбрськогорайонульввськообл,,46
"Державний навчальний заклад ""Новояворівське вище професійне училище""",4625810500,"[2018, 2019, 2020, 2021, 2022]",державнийнавчальнийзакладновояворвськевищепрофесйнеучилище,,46
Державний навчальний заклад “Художнє професійно-технічне училище ім. Й. П. Станька”,4625855300,"[2019, 2020]",державнийнавчальнийзакладхудожнєпрофесйнотехнчнеучилищеменйпстанька”,,46
Державний навчальний заклад “Художнє професійно-технічне училище ім. Й.П.Станька”,4625855300,"[2021, 2022]",державнийнавчальнийзакладхудожнєпрофесйнотехнчнеучилищеменйпстанька”,,46
"Верблянський НВК "" ЗОШ І-ІІІ ступенів-ДНЗ""  Яворівської районної ради Львівської області",4625881901,[2017],верблянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступднзяворвськорайонорадильввськообл,,46
"Дрогомишлянський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Яворівської районної ради Львівської області",4625883901,[2016],дрогомишлянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладяворвськорайонорадильввськообл,,46
"""Комунальний заклад фахової перевищої освіти "" Миколаївський фаховий коледж фізичної культури""",4810136300,[2021],фаховоперевищоосвтимиколавськийколеджфзичнокультури,,48
Вище професійне училище №21 м. Миколаєва,4810136300,"[2018, 2019, 2020, 2021, 2022]",вищепрофесйнеучилище21ммиколаєва,,48
"Відокремлений структурний підрозділ ""Фаховий коледж Миколаївського національного університету імені В. О. Сухомлинського""",4810136300,"[2021, 2022]",вдокремленийструктурнийпдроздлколеджмиколавськогонацональногоунверситетуменвосухомлинського,,48
"Комунальний заклад фахової передвищої освіти "" Миколаївський фаховий коледж фізичної культури""",4810136300,[2022],фаховопередвищоосвтимиколавськийколеджфзичнокультури,,48
Миколаївська загальноосвітня школа I-III ступенів №17 Миколаївської міської ради Миколаївської області,4810136300,"[2016, 2017]",миколавськазагальноосвтняшкола3ступ17миколавськомськорадимиколавськообл,,48
Миколаївська міська вечірня загальноосвітня школа ІІІ ступеня з заочною формою навчання Миколаївської міської ради Миколаївської області,4810136300,"[2016, 2017, 2018]",миколавськамськавечрнязагальноосвтняшколаступззаочноюформоюнавчанямиколавськомськорадимиколавськообл,,48
"Миколаївська філія ПВНЗ ""Європейський університет""",4810136300,"[2018, 2019, 2020, 2021]",миколавськафляпвнзєвропейськийунверситет,,48
Миколаївський заклад загальної середньої освіти ІІ-ІІІ ступенів з вечірньою/заочною та екстернатною формами навчання Миколаївської міської ради Миколаївської області,4810136300,"[2019, 2020, 2021]",миколавськийзакладзагальносередньоосвти3ступзвечрньою/заочноютаекстернатноюформаминавчанямиколавськомськорадимиколавськообл,,48
Миколаївський коледж транспортної інфраструктури Дніпропетровського національного університету залізничного транспорту імені академіка В.Лазаряна,4810136300,"[2018, 2019]",миколавськийколеджтранспортнонфраструктуриднпропетровськогонацональногоунверситетузалзничноготранспортуменакадемкавлазаряна,,48
Миколаївський професійний суднобудівний ліцей імені Героя Радянського Союзу В.О.Гречишникова,4810136300,"[2018, 2019, 2020, 2021, 2022]",миколавськийпрофесйнийсуднобудвнийлцейменгероярадянськогосоюзувогречишникова,,48
"Миколаївський юридичний коледж Національного університету ""Одеська юридична академія""",4810136300,"[2018, 2019, 2020]",миколавськийюридичнийколеджнацональногоунверситетуодеськаюридичнаакадемя,,48
"Миколаївський юридичний фаховий коледж Національного університету ""Одеська юридична академія""",4810136300,"[2021, 2022]",миколавськийюридичнийколеджнацональногоунверситетуодеськаюридичнаакадемя,,48
Технолого-економічний коледж Миколаївського національного аграрного університету,4810136300,"[2018, 2019, 2020, 2021, 2022]",технологоекономчнийколеджмиколавськогонацональногоаграрногоунверситету,,48
Вище професійне училище суднобудування м.Миколаєва,4810136600,"[2018, 2019, 2020, 2021, 2022]",вищепрофесйнеучилищесуднобудуваняммиколаєва,,48
Гімназія №3 Миколаївської міської ради Миколаївської області,4810136600,[2016],гмназя3миколавськомськорадимиколавськообл,,48
"Державний навчальний заклад ""Вище професійне училище №7 м. Миколаїв""",4810136600,"[2018, 2019, 2020]",державнийнавчальнийзакладвищепрофесйнеучилище7ммиколав,,48
Миколаївська загальноосвітня школа I-III ступенів №29 Миколаївської міської ради Миколаївської області,4810136600,"[2016, 2017, 2018, 2021]",миколавськазагальноосвтняшкола3ступ29миколавськомськорадимиколавськообл,,48
