regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Миколаївська область,село,Мигіївська сільська ТГ,Софіївскьий заклад загальної середньої освіти І-ІІІ ступенів Мигіївської сільської ради Первомайського району Миколаївської області,I-III,,12,9,4,80,10,5719.1,6748.54,,14538000000,комунальна,4517,20904695,2020,48,20904695,софвскьий3ступмигвськамиколавськаобл
Миколаївська область,село,Кам'яномостівська сільська ТГ,Кумарівська загальноосвітня школа І-ІІІ ступенів Кам'яномостівської сільської ради Миколаївської області,I-III,,14,11,3,84,11,4797.8,5461.759,,14509000000,комунальна,4547,20904703,2020,48,20904703,кумарвськазагальноосвтняшкола3ступкамяномоствськамиколавськаобл
Миколаївська область,село,Мигіївська сільська ТГ,Бандурський заклад загальної середньої освіти І-ІІІ ступенів Мигіївської сільської ради Первомайського району Миколаївської області,I-III,,13,15,2,73,11,5768.53,6806.87,,14538000000,комунальна,4509,20904554,2020,48,20904554,бандурський3ступмигвськамиколавськаобл
Миколаївська область,село,Веснянська сільська ТГ,Веснянська загальноосвітня школа І-ІІІступенів Веснянської сільської ради,I-III,,19,17,0,165,11,6167.57,7286.11,,14508000000,комунальна,4474,26086507,2020,48,26086507,веснянськазагальноосвтняшкола3ступвеснянськао
Миколаївська область,село,Благодатненська сільська ТГ,Воєводський опорний заклад загальної середньої освіти Благодатненської сілької ради Миколаївської області,I-III,,25,29,4,254,15,9305.9,11042.2,опорна,14510000000,комунальна,5222,31460879,2020,48,31460879,воводськийопорнийблагодатненськаслькамиколавськаобл
Миколаївська область,село,Чорноморська сільська ТГ,Чорноморська загальноосвітня школа І-ІІІ ступенів,I-III,,27,15,2,267,14,5117.59,6036.698,,14518000000,комунальна,5349,26117478,2020,48,26117478,чорноморськазагальноосвтняшкола3ступен
Миколаївська область,село,Вільнозапорізька сільська ТГ,"Новополтавська загальноосвітня школа І-ІІІ ступенів, Новополтавської сільської ради, Миколаївської області",I-III,,18,15,6,153,11,5456,5996.2,,14534000000,комунальна,4601,23405113,2020,48,23405113,новополтавськазагальноосвтняшкола3ступновополтавськамиколавськаобл
Миколаївська область,село,Вільнозапорізька сільська ТГ,Червонобаштанська загальноосвітня школа І-ІІІ ступенів Новополтавської сільської ради Миколаївської області,I-III,,16,11,1,150,11,4864.5,5345.2,,14534000000,комунальна,4702,23405165,2020,48,23405165,червонобаштанськазагальноосвтняшкола3ступновополтавськамиколавськаобл
Миколаївська область,село,Прибузька сільська ТГ,Прибузька загальноосвітня школа І-ІІІ ступенів Миколаївської області Прибузької сільської ради,I-III,,25,14,3,252,15,7610.74954,8602.143,,14523000000,комунальна,6089,20893891,2020,48,20893891,прибузьказагальноосвтняшкола3ступмиколавськаоблприбузькао
Миколаївська область,село,Широківська сільська ТГ,"Червонодолинська загальноосвітня школа І - ІІІ ступенів_x000D_
Широківської сільської ради Миколаївської області",I-III,,20,16,4,155,11,5886.452,7031.922,,14526000000,комунальна,5249,25379101,2020,48,26117219,червонодолинськазагальноосвтняшкола3ступх000dшироквськамиколавськаобл
Миколаївська область,село,Широківська сільська ТГ,"Широківська загальноосвітня школа І-ІІІ ступенів _x000D_
Широківської сільської ради Миколаївської області",I-III,,14,11,1,78,11,4912.408,6025.476,,14526000000,комунальна,5264,26117076,2020,48,26117076,широквськазагальноосвтняшкола3ступх000dшироквськамиколавськаобл
Миколаївська область,місто,Арбузинська селищна ТГ,"Комунальний заклад освіти ""Арбузинська загальноосвітня школа I-III ступенів №2 ім. Т. Г. Шевченка Арбузинської селищноїї ради Миколаївської області""",I-III,,35,25,7,546,22,11801.596,14268.774,опорна,14528000000,комунальна,5224,20884538,2020,48,20884538,арбузинськазагальноосвтняшкола3ступ2ментгшевченкаарбузинськамиколавськаобл
Миколаївська область,місто,Арбузинська селищна ТГ,"Комунальний заклад ""Арбузинська загальноосвітня школа І-ІІІ ступенів №1 ім. О. Закерничного Арбузинської селищної ради Миколаївської області""",I-III,,16,17,2,264,11,6259.244,7517.015,,14528000000,комунальна,5842,31493113,2020,48,31493113,арбузинськазагальноосвтняшкола3ступ1менозакерничногоарбузинськамиколавськаобл
Миколаївська область,місто,Вознесенська міська ТГ,"Вознесенська загальноосвітня школа І-ІІІ ст. №5_x000D_
Вознесенської міської ради Миколаївської області",I-III,,30,28,4,491,20,9413.5404,13463.742,,14529000000,комунальна,5168,25877566,2020,48,25877566,вознесенськазагальноосвтняшкола3ступ5х000dвознесенськамиколавськаобл
Миколаївська область,місто,Вознесенська міська ТГ,"Вознесенська загальноосвітня школа І-ІІІ ступенів №2 _x000D_
Вознесенської міської ради _x000D_
Миколаївської області ",I-III,,31,18,4,465,19,8396.16021,11897.029,,14529000000,комунальна,5184,25877321,2020,48,25877321,вознесенськазагальноосвтняшкола3ступ2х000dвознесенськах000dмиколавськаобл
Миколаївська область,місто,Вознесенська міська ТГ,Вознесенська гімназія імені Тараса Шевченка Вознеснської міської ради,I-III,,43,30,3,626,22,13780.0087,19185.13,,14529000000,комунальна,5163,20907860,2020,48,20907860,вознесенськагмназяментарасашевченкавознеснськао
Миколаївська область,село,Березнегуватська селищна ТГ,"Новоукраїнський заклад загальної середньої освіти І-ІІІ ступенів Березнегуватської селищної ради Миколаївської області_x000D_
",I-III,,17,12,4,103,11,4320.6,5720.8,,14530000000,комунальна,5057,36194687,2020,48,36194687,новоукранський3ступберезнегуватськамиколавськаоблх000
Миколаївська область,місто,Снігурівська міська ТГ,Снігурівська гімназія ім. Т.Г. Шевченка Снігурівської міської ради Миколаївської області,II-III,,19,17,2,202,11,2278.384,2363.138,,14532000000,комунальна,5256,26117047,2020,48,26117047,снгурвськагмназяментгшевченкаснгурвськамиколавськаобл
Миколаївська область,село,Снігурівська міська ТГ,"Павлівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - заклад дошкільної освіти"" _x000D_
Снігурівської міської ради _x000D_
Миколаївської області",I-III,,17,14,1,134,11,1851.691,2011.558,,14532000000,комунальна,5247,40798856,2020,48,40798856,павлвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступзакладдошкльнаосвтих000dснгурвськах000dмиколавськаобл
Миколаївська область,село,Вільнозапорізька сільська ТГ,Вільнозапорізька загальноосвітня школа І-ІІІ ступенів Вільнозапорізької сільської ради Миколаївської області,I-III,,17,12,6,111,11,1401.7,6159.3,,14534000000,комунальна,4691,23405076,2020,48,23405076,вльнозапорзьказагальноосвтняшкола3ступвльнозапорзькамиколавськаобл
Миколаївська область,село,Вільнозапорізька сільська ТГ,Новохристофорівська загальноосвітня школа І - ІІІ ступенів Вільнозапорізької сільської ради Миколаївської області,I-III,,12,6,1,51,6,1076.9,4732.3,,14534000000,комунальна,4710,23405171,2020,48,23405171,новохристофорвськазагальноосвтняшкола3ступвльнозапорзькамиколавськаобл
Одеська область,місто,м. Одеса,Одеська загальноосвітня школа №72 І-ІІІ ступенів Одеської міської ради Одеської області,I-III,,98,34,30,1945,61,26413.96789,36506.685,,15201100000,комунальна,22140,25428377,2020,51,25428377,одеськазагальноосвтняшкола723ступодеськаодеськаобл
Одеська область,місто,м. Одеса,Одеська зальноосвітня школа №122 І-ІІІ ступенів Одеської міської ради Одеської області,I-III,,62,36.75,18,938,35,16806.1,21994.2899,,15201100000,комунальна,15312,25429129,2020,51,25429129,одеськазальноосвтняшкола1223ступодеськаодеськаобл
Одеська область,місто,м. Одеса,"Одеська спеціалізована школа І-ІІІ ступенів ""Освітні ресурси та технологічний тренінг"" № 94 _x000D_
з поглибленим вивченням івриту та інформатики_x000D_
 імені Володимира (Зеєва) Жаботинського _x000D_
Одеської міської ради Одеської області_x000D_
_x000D_
",I-III,,35,20,10,492,20,9077.4,11536.4506,,15201100000,комунальна,15289,20993090,2020,51,20993090,одеськаспецалзованашкола3ступосвтнресурситатехнологчнийтреннг94х000dзпоглибленимвивченямвритутанформатиких000dменволодимиражаботинськогох000dодеськаодеськаоблх000dх000
Одеська область,місто,м. Одеса,Одеський навчально-виховний комплекс “Надія” “Загальноосвітня школа І-ІІІ ступенів-дошкільний заклад №275” Одеської міської ради Одеської області,I-III,,49,48,12,879,30,12956.48942,17880,,15201100000,комунальна,22160,23212578,2020,51,23212578,одеськийнавчальновиховнийкомплекснадя”загальноосвтняшкола3ступдошкльнийзаклад275”одеськаодеськаобл
Одеська область,місто,м. Одеса,Одеська спеціалізована школа № 59 |-||| ступенів олімпійского резерву Одеської міської ради Одеської Області,I-III,,28,21,6,304,14,5608.8,7128.213400000001,,15201100000,комунальна,15287,20941905,2020,51,20941905,одеськаспецалзованашкола59ступолмпйскогорезервуодеськаодеськаобл
Одеська область,місто,м. Одеса,"Одеська загальноосвітня школа № 25 I-III ступенів _x000D_
Одеської міської ради Одеської області",I-III,,45,22,9,736,23,10996.8,15118,,15201100000,комунальна,14888,25429075,2020,51,25429075,одеськазагальноосвтняшкола253ступх000dодеськаодеськаобл
Одеська область,місто,м. Одеса,Одеська спеціалізована школа №69 І-ІІІ ступенів з поглибленим вивченням англійскої мови Одеської міської міської ради Одеської області,I-III,,62,27,12,1070,37,15203.9,21333.2,,15201100000,комунальна,14898,25428874,2020,51,25428874,одеськаспецалзованашкола693ступзпоглибленимвивченяманглйскамовиодеськаодеськаобл
Одеська область,місто,м. Одеса,"Одеський навчально-виховний комплекс №53 «Загальноосвітня школа І-ІІІ ступенів - ліцей» Одеської міської ради Одеської області_x000D_
",I-III,,53,29,9,1024,34,13445.1,18398.7,,15201100000,комунальна,14893,20995060,2020,51,20995060,одеськийнавчальновиховнийкомплекс53загальноосвтняшкола3ступлцейодеськаодеськаоблх000
Одеська область,місто,м. Одеса,"Одеський навчально-виховний комплекс № 90 ім. О. С. Пушкіна ""Спеціалізована школа І-ІІІ ступенів-дошкільний навчальний заклад"" Одеської міської ради Одеської області",I-III,,71,59.25,11,1028,37,18966.6,26221.2337,,15201100000,комунальна,15288,22446280,2020,51,22446280,одеськийнавчальновиховнийкомплекс90меноспушкнаспецалзованашкола3ступдошкльнийнавчальнийзакладодеськаодеськаобл
Одеська область,місто,м. Одеса,"Одеська загальноосвітня школа №38 I-III ступенів Одеської міської ради Одеської області _x000D_
",I-III,,61,24.25,9,1002,36,18486.9,23494.9665,,15201100000,комунальна,15296,25428176,2020,51,25428176,одеськазагальноосвтняшкола383ступодеськаодеськаоблх000
Одеська область,місто,м. Одеса,"Одеський навчально-виховний комплекс №84 ""Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням іноземних мов - загальноосвітня школа І-ІІІ ступенів"" Одеської міської ради Одеськї області",I-III,,112,43,15,2074,71,28437.48594,40117.893,,15201100000,комунальна,22146,25428454,2020,51,25428454,одеськийнавчальновиховнийкомплекс84спецалзованашкола3ступзпоглибленимвивченямноземнихмовзагальноосвтняшкола3ступодеськаодеськобл
Одеська область,місто,м. Одеса,"Одеський навчально-виховний комплекс ""Гімназія №7-спеціалізована школа І ступеня з поглибленим вивченням англійської мови"" Одеської міської ради Одеської області",I-III,,98,38,11,1632,54,25948.6,38855.10868611,,15201100000,комунальна,16716,23211320,2020,51,23211320,одеськийнавчальновиховнийкомплексгмназя7спецалзованашколаступзпоглибленимвивченяманглйськамовиодеськаодеськаобл
Одеська область,місто,м. Білгород-Дністровський,Загальноосвітня школа I-III ступенів №6 м.Білгорода-Дністровського Одеськой області,I-III,,41,21.1,16,570,20,10788.9,12479.9,,15202100000,комунальна,16689,25417118,2020,51,25417118,загальноосвтняшкола3ступ6мблгородаднстровськогоодеськойобл
Одеська область,місто,м. Білгород-Дністровський,Білгород-Дністровська загальноосвітня школа І-ІІІ ступенів №11 Одеської області,I-III,,55,44.7,10,897,37,20557.2,26183.5,,15202100000,комунальна,16692,20988278,2020,51,20988278,блгородднстровськазагальноосвтняшкола3ступ11одеськаобл
Одеська область,місто,м. Ізмаїл,ЗАГАЛЬНООСВІТНЯ ШКОЛА № 11 МІСТА ІЗМАЇЛ ІЗМАЇЛЬСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,I-III,,48,28,2,731,31,11520.4351,14424.842,,15203100000,комунальна,15325,24772925,2020,51,24772925,загальноосвтняшкола11мзмалодеськаобл
Одеська область,місто,м. Подільськ,Загальноосвітня школа І-ІІІ ступенів №1 м.Подільська Одеської області,I-III,,25,15,2,433,19,7785.9,10760.5,,15205100000,комунальна,14869,24774048,2020,51,24774048,загальноосвтняшкола3ступ1мподльськаодеськаобл
Одеська область,місто,м. Южне,"Комунальний заклад ""Южненський навчально-виховний комплекс імені В'ячеслава Чорновола (гімназія-загальноосвітня школа I ступеня) Южненської міської ради Одеської області""",I-III,,41,33,5,709,27,15296,20245.7,,15207100000,комунальна,15530,40736061,2020,51,40736061,южненськийнавчальновиховнийкомплексменвячеславачорноволаюжненськаодеськаобл
Одеська область,село,Ананьївський р-н,"Долинський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - гімназія"", Ананьївського району, Одеської області опорний заклад",I-III,,35,42,14,278,23,11298.4,22580.531,опорна,15301200000,комунальна,21460,24778164,2020,51,24778164,долинськийнавчальновиховнийкомплексзагальноосвтняшкола3ступгмназяодеськаоблопорнийзакла
Одеська область,село,Ананьївський р-н,"Точилівський ліцей Ананьївської міської ради_x000D_
",I-III,,9,14,3,48,5,2838.6,3032.4,,15301200000,комунальна,21468,24778158,2020,51,24778158,точилвськийлцейананьвськах000
Одеська область,місто,Ананьївський р-н,"Ананьївський "" Навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-ліцей- дошкільний навчальний заклад"" Ананьївської районної ради """,I-III,,55,72,12,444,33,17218.8,21568.7,опорна,15301200000,комунальна,21459,24778098,2020,51,24778098,ананьвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступлцейдошкльнийнавчальнийзакладананьвськао
Одеська область,село,Ананьївський р-н,Загальноосвітня школа І-ІІІ ступенів № 2 с. Жеребкове Ананьївського району Одеської області,I-III,,16,14,3,152,11,4141.4,4590.6,,15301200000,комунальна,21463,24778359,2020,51,24778359,загальноосвтняшкола3ступ2сжеребковеодеськаобл
Одеська область,село,Ананьївський р-н,Загальноосвітня школа І-ІІІ ступенів №1 с. Жеребкове,I-III,,19,15,2,125,11,4683.5,5139.3,,15301200000,комунальна,21462,24778342,2020,51,24778342,загальноосвтняшкола3ступ1сжеребков
Одеська область,село,Ананьївський р-н,"загальноосвітня школа І-ІІІ ступенів №1 С.Гандрабури Ананьївського раону, Одеської області",I-III,,16,24,1,84,11,4803.2,5496.2,,15301200000,комунальна,21464,24778193,2020,51,24778193,загальноосвтняшкола3ступ1сгандрабуриананьвськогораонуодеськаобл
Одеська область,село,Ананьївський р-н,"Комунальна установа ""Новогеоргіївський ліцей""",I-III,,10,16,0,43,4,3423.2,3518.2,,15301200000,комунальна,21466,24778141,2020,51,24778141,новогеоргвськийлце
Одеська область,село,Арцизький р-н,"_x000D_
Главанський заклад загальної середньої освіти І-ІІІ ступенів Арцизької районної ради Одеської області",I-III,,16,11,6,135,10,5567.3,6770,,15302200000,комунальна,15399,26418530,2020,51,26418530,х000dглаванський3ступарцизькаодеськаобл
Одеська область,село,Арцизький р-н,Холмський заклад загальної середної освіти І-ІІІ ступенів Арцизької районної ради Одеської області,I-III,,18,15,5,156,11,6483.9,8133,,15302200000,комунальна,15411,26434109,2020,51,26434109,холмськийзакладзагальнасереднаосвти3ступарцизькаодеськаобл
Одеська область,село,Балтський р-н,"Навчально-виховний комплекс ""Пужайківська загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Балтської районної ради_x000D_
 Одеської області",I-III,,20,36,2,202,11,8688.341,9793.2,опорна,15303200000,комунальна,15037,34010949,2020,51,34010949,навчальновиховнийкомплекспужайквськазагальноосвтняшкола3ступдошкльнийнавчальнийзакладбалтськах000dодеськаобл
Одеська область,село,Балтський р-н,"Навчально - виховний комплекс ""Піщанська загальноосвітня школа І-ІІІ ступенів - заклад дошкільної освіти""Балтської районної ради Одеської області",I-III,,22,34,2,213,11,7877.453,8478.9,,15303200000,комунальна,15035,41838297,2020,51,41838297,навчальновиховнийкомплекспщанськазагальноосвтняшкола3ступзакладдошкльнаосвтибалтськаодеськаобл
Одеська область,місто,Березівський р-н,"Опорний заклад освіти ""Раухівський заклад загальньої середньої освіти І-ІІІ ступенів Березівської районної ради Одеської області""",I-III,,55,39,20,453,34,13105.64,17144,опорна,15304200000,комунальна,15223,24767410,2020,51,24767410,опорнийзакладосвтираухвськийзакладзагальньасередньаосвти3ступберезвськаодеськаобл
Одеська область,село,Березівський р-н,"Ряснопільський навчально-виховний комплекс ""Загальноосвітня школа I - III степенів - дошкільний навчальний заклад"" Березівської районної ради Одеської області",I-III,,16,14,4,109,11,4790.1,5917.2,,15304200000,комунальна,15225,24767522,2020,51,24767522,ряснопльськийнавчальновиховнийкомплексзагальноосвтняшкола3степенвдошкльнийнавчальнийзакладберезвськаодеськаобл
Одеська область,село,Білгород-Дністровський р-н,Приморська загальноосвітня школа І-ІІІ ступенів,I-III,,19,16,5,137,11,4054.9,5787.7,,15305200000,комунальна,15500,34169266,2020,51,34169266,приморськазагальноосвтняшкола3ступен
Одеська область,село,Біляївський р-н,Мирненський заклад загальної середньої освіти І-ІІІ ступенів,I-III,,28,18,11,392,18,8372.57,12853.65,,15306200000,комунальна,15267,26052715,2020,51,26052715,мирненський3ступен
Одеська область,село,Біляївський р-н,Нерубайська загальноосвітня школа №2 І-ІІІ ступенів Біляївського району Одеської області,I-III,,38,22,13,742,29,21294.28,25483.06,,15306200000,комунальна,15271,02145122,2020,51,34227338,нерубайськазагальноосвтняшкола23ступодеськаобл
Одеська область,село,Біляївський р-н,"Дачненський навчально-виховний комплекс ""Школа-гімназія"" Біляївського району Одеської області",I-III,,40,25,11,604,26,16697.66,20363,,15306200000,комунальна,15261,25033526,2020,51,25033526,дачненськийнавчальновиховнийкомплексшколагмназяодеськаобл
Одеська область,село,Біляївський р-н,Кам'янська загальноосвітня школа І-ІІІ ступенів Біляївського району Одеської області,I-III,,18,12,3,264,13,5354.917,7551.4,,15306200000,комунальна,15264,34203921,2020,51,34203921,камянськазагальноосвтняшкола3ступодеськаобл
Одеська область,село,Болградський р-н,Криничненська загальноосвітня школа І-ІІІ ступенів Болградської районної ради,I-III,,40,27,14,417,20,11006.44206,14470.7,,15307200000,комунальна,15067,26167080,2020,51,26167080,криничненськазагальноосвтняшкола3ступболградськао
Одеська область,село,Болградський р-н,"Табаківська загальноосвітня школа І-ІІІ ступенів _x000D_
Болградської районної ради Одеської області",I-III,,15,20,5,182,11,5433.1,6833.4,,15307200000,комунальна,15072,26167140,2020,51,26167140,табаквськазагальноосвтняшкола3ступх000dболградськаодеськаобл
Одеська область,місто,Болградський р-н,Болградська загальноосвітня школа І-ІІІ ступенів №2 Болградської районної ради Одеськой області,I-III,,44,37,13,650,26,15581.8,18033.3,,15307200000,комунальна,15053,24761011,2020,51,24761011,болградськазагальноосвтняшкола3ступ2болградськаодеськойобл
Одеська область,село,Болградський р-н,Оксамитненська загальноосвітня школа І - ІІІ ступенів імені І.І.Булгарова Болградської районної ради Одеської області,I-III,,16,21,4,121,11,5270.6,6471.2,,15307200000,комунальна,15070,26167074,2020,51,26167074,оксамитненськазагальноосвтняшкола3ступменбулгароваболградськаодеськаобл
Одеська область,село,Болградський р-н,"Олександрівський навчально-виховний комплекс ""Загальноосвітня школа |-||| ступенів-дошкільний навчальний заклад Болградської районной ради Одеської області""",I-III,,20,32.55,3,149,11,4081.1,5101.4,,15307200000,комунальна,15069,26167051,2020,51,26167051,олександрвськийнавчальновиховнийкомплексзагальноосвтняшколаступдошкльнийнавчальнийзакладболградськаойодеськаобл
Одеська область,село,Великомихайлівський р-н,Загальноосвітня школа І-ІІІ ступенів с. Першотравневе Великомихайлівського району Одеської області,I-III,,15,13,5,175,11,6249.629,7919.7,,15308200000,комунальна,2698,26363817,2020,51,26363817,загальноосвтняшкола3ступспершотравневеодеськаобл
Одеська область,село,Іванівський р-н,"Опорний заклад ""Білчанський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів ім.О.Одарія - дитячий садок"" Іванівської районної ради Одеської області""",I-III,,18,18,8,203,11,8545.8,9495.3,опорна,15309200000,комунальна,20090,02145151,2020,51,22501978,опорнийзакладблчанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступменоодарядитячийсадокванвськаодеськаобл
Одеська область,село,Ізмаїльський р-н,Багатянська загальноосвітня школа І - ІІІ ступенів Ізмаїльської районної ради Одеської області,I-III,,32,23,7,355,17,9121.95,11454.8,,15310200000,комунальна,15131,02145168,2020,51,26110855,багатянськазагальноосвтняшкола3ступзмальськаодеськаобл
Одеська область,місто,Ізмаїльський р-н,Суворовська загальноосвітня школа І-ІІІ ступенів Ізмаїльскої районної ради Одеської області,I-III,,34,29,6,371,19,19833.2,13742.18395,,15310200000,комунальна,15130,25948349,2020,51,25948349,суворовськазагальноосвтняшкола3ступзмальскаодеськаобл
Одеська область,село,Кодимський р-н,"Комунальний заклад ""Загнітківська загальноосвітня школа І-ІІІ ступенів"" _x000D_
Кодимської районної ради Одеської області",I-III,,17,11,3,137,11,6059.8,6899.6,,15312200000,комунальна,14985,34263774,2020,51,34263774,загнтквськазагальноосвтняшкола3ступх000dкодимськаодеськаобл
Одеська область,село,Кодимський р-н,"_x000D_
Комунальний заклад ""Будеївський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Кодимської районної ради Одеської області",I-III,,13,11,0,85,10,4784.3,5113.2,,15312200000,комунальна,14983,33775704,2020,51,33775704,х000dбудевськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладкодимськаодеськаобл
Одеська область,село,Любашівський р-н,Бобрицька загальноосвітня школа І-ІІІ ступенів,I-III,,13,17,4,110,10,4413.001,6257.538,,15316200000,комунальна,15349,34029635,2020,51,34029635,бобрицьказагальноосвтняшкола3ступен
Одеська область,село,Любашівський р-н,Гвоздавський навчально - виховний комплекс „ Загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад” Любашівського району Одеської області,I-III,,18,16,1,152,11,5900,6300,,15316200000,комунальна,15351,26470223,2020,51,26470223,гвоздавськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзаклад”одеськаобл
Одеська область,місто,Овідіопольський р-н,"Великодолинська загальноосвітня школа І-ІІІ ступенів № 2_x000D_
 Овідіопольського району Одеської області",I-III,,26,25,4,379,20,9119.14,13496,,15318200000,комунальна,15467,34312150,2020,51,34312150,великодолинськазагальноосвтняшкола3ступ2х000dодеськаобл
Одеська область,місто,Ренійський р-н,РЕНІЙСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ №1 РЕНІЙСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,I-III,,24,21,8,282,12,6917,8838,,15319200000,комунальна,14938,23210444,2020,51,23210444,ренйськазагальноосвтняшкола3ступ1ренйськаодеськаобл
Одеська область,село,Ренійський р-н,"Плавнінська загальноосвітня школа I-III ступенів Ренійської районної ради Україна, Одеська область, Ренійський район, с.Плавні, Миру, 31",I-III,,22,21,4,250,13,6275.3,8065.3,,15319200000,комунальна,14948,26249323,2020,51,26249323,плавннськазагальноосвтняшкола3ступренйськаукранаодеськаоблсплавнмиру31
Одеська область,село,Ренійський р-н,Орлівська загальноосвітня школа І - ІІІ ступенів Ренійської районноі ради Одеської області,I-III,,38,25,5,306,21,9272.7,12617.7,,15319200000,комунальна,14946,26249292,2020,51,26249292,орлвськазагальноосвтняшкола3ступренйськаоодеськаобл
Одеська область,місто,Роздільнянський р-н,Лиманська Загальноосвітня школа І-ІІІ ступенів №1 Роздільнянської районної Ради Одеській області,I-III,,33,22,10,384,20,9219.4,12675.2,,15320200000,комунальна,15094,25038067,2020,51,25038067,лиманськазагальноосвтняшкола3ступ1роздльнянськарадиодеськйобл
Одеська область,село,Роздільнянський р-н,"Слобідський навчально-виховний комплекс _x000D_
«Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Роздільнянської районної ради Одеської області",I-III,,18,19,3,173,11,6130.62,6929.27,,15320200000,комунальна,15089,25037872,2020,51,25037872,слобдськийнавчальновиховнийкомплексх000dзагальноосвтняшкола3ступдошкльнийнавчальнийзакладроздльнянськаодеськаобл
Одеська область,село,Роздільнянський р-н,"Новоукраїнський навчально-виховний комплекс _x000D_
""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" _x000D_
Роздільнянської районної ради Одеської області",I-III,,14,17,2,118,10,5097.8,5761.9,,15320200000,комунальна,15087,25037955,2020,51,25037955,новоукранськийнавчальновиховнийкомплексх000dзагальноосвтняшкола3ступдошкльнийнавчальнийзакладх000dроздльнянськаодеськаобл
Одеська область,село,Савранський р-н,Осичківська загальноосвітня І-ІІІ ступенів Савранської районної ради Одеської області,I-III,,19,13.25,3,222,12,6228.307,7505.427,,15321200000,комунальна,15176,25915634,2020,51,25915634,осичквськазагальноосвтня3ступсавранськаодеськаобл
Одеська область,село,Саратський р-н,"Петропавлівський НВК ""ЗОШ І - ІІІ ступенів -ДНЗ (ясла - садок)""Саратської районної ради, Одеської області",I-III,,18,9.5,6,174,11,5588.9,7042.05,,15322200000,комунальна,15203,25814436,2020,51,25814436,петропавлвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступднзсаратськаодеськаобл
Одеська область,село,Саратський р-н,"Ярославська загальноосвітня школа І-ІІІ ступенів_x000D_
Саратської районної ради Одеської області",I-III,,21,15,4,167,11,5686.4,7363.521,,15322200000,комунальна,15214,25814583,2020,51,25814583,ярославськазагальноосвтняшкола3ступх000dсаратськаодеськаобл
Одеська область,місто,Саратський р-н,Саратський заклад загальної середньої освіти ІІ-ІІІ ступеня з інституційною формою навчання,ІІ-ІІІ,,8,3,4,160,20,2119.6,3012.3,,15322200000,комунальна,23504,22600045,2020,51,26600045,саратський3ступзнституцйноюформоюнавчан
Одеська область,село,Татарбунарський р-н,"Комунальний заклад ""Дмитрівська загальноосвітня школа І-ІІІ ступенів"" Татарбунарської районної ради Одеської області._x000D_
",I-III,,42,25,11,468,25,12555,15568.6,,15324200000,комунальна,15117,26110743,2020,51,26110743,дмитрвськазагальноосвтняшкола3ступтатарбунарськаодеськаоблх000
Одеська область,місто,Татарбунарський р-н,"Комунальний заклад ""Татарбунарська загальноосвітня школа І-ІІІ ступенів №1 імені В.З. Тура"" Татарбунарської районної ради Одеської області",I-III,,45,25,11,548,25,13229.3,16144,,15324200000,комунальна,15126,26110766,2020,51,26110766,татарбунарськазагальноосвтняшкола3ступ1менвзтурататарбунарськаодеськаобл
Одеська область,село,Татарбунарський р-н,"Комунальний заклад ""Дивізійська загальноосвітня школа І-ІІІ ступенів""_x000D_
Татарбунарської районної ради Одеської області",I-III,,19,18,3,179,12,5300.682,8419.39,,15324200000,комунальна,15116,26111056,2020,51,26111056,дивзйськазагальноосвтняшкола3ступх000dтатарбунарськаодеськаобл
Одеська область,село,Захарівський р-н,"Комунальний заклад"" Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" _x000D_
с. Йосипівка Захарівського району Одеської області""",I-III,,15,10.4,3,114,11,6638.9,4794.8,,15325200000,комунальна,15338,32646314,2020,51,32646314,навчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000dсйосипвкаодеськаобл
