regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,pupilswithpreschool,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Херсонська область,село,Скадовський район,Тарасівська загальноосвітня школа І-ІІІ ступенів Скадовської районної ради Херсонської області,I-III,,18,15,1,137,137,11,4767.743,5515.553,ні,21316200000,комунальна,6494,26347161,2019,65,24949677,тарасвськазагальноосвтняшкола3ступскадовськахерсонськаобл
Херсонська область,село,Олешківський район,Костогризівська загальноосвітня школа І-ІІІ ступенів Олешківської районної ради Херсонської області,I-III,,21,22,2,217,217,11,5846.8,6482.5,ні,21317200000,комунальна,8134,38230941,2019,65,24956648,костогризвськазагальноосвтняшкола3ступолешквськахерсонськаобл
Херсонська область,село,Чаплинський район,"ХЛІБОДАРІВСЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС «ЗАГАЛЬНООСВІТНІЙ НАВЧАЛЬНИЙ ЗАКЛАД І - ІІІ СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД»_x000D_
ЧАПЛИНСЬКОЇ РАЙОННОЇ РАДИ ХЕРСОНСЬКОЇ ОБЛАСТІ",I-III,,23,25,3,157,157,11,7071.677,7513.4,ні,21318200000,комунальна,7888,39663294,2019,65,39663294,хлбодарвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000dчаплинськахерсонськаобл
Херсонська область,село,Чаплинський район,Преображенська загальноосвітня школа І-ІІІ ступепенів Чаплинської районної ради Херсонської області,I-III,,25,16,7,239,239,12,6055,5646.4,ні,21318200000,комунальна,7889,24751194,2019,65,24751194,преображенськазагальноосвтняшкола3ступепенвчаплинськахерсонськаобл
Херсонська область,місто,Асканія-Нова селищна ОТГ,"Опорний заклад - навчально-виховний комплекс Асканія-Нова ""Загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад - позашкільний навчальний заклад - гімназія"" Асканія-Нова селищної ради Херсонської області",I-III,,57.16,26.75,9.94,465,511,27,12055.6,12747.5,опорна,21502000000,комунальна,7717,14141945,2019,65,14141945,опорнийзакладнавчальновиховнийкомплексасканяновазагальноосвтняшкола3ступдошкльнийнавчальнийзакладпозашкльнийнавчальнийзакладгмназяасканяновахерсонськаобл
Херсонська область,село,Каланчацька селищна ОТГ,"Гаврилівська загальноосвітня школа І-ІІІ ступенів_x000D_
Каланчацької селищної ради Херсонської області",I-III,,20,14,2,122,122,11,4133.1,4237,ні,21503000000,комунальна,7609,24963275,2019,65,24963275,гаврилвськазагальноосвтняшкола3ступх000dкаланчацькахерсонськаобл
Херсонська область,село,Мирненська селищна ОТГ,Вадимська загальноосвітня школа І-ІІІ ступенів Мирненської селищної ради Каланчацького райну Херсонської області,I-III,,18,13,4,166,166,11,5069.5,5645.4,ні,21504000000,комунальна,7608,24963370,2019,65,24963370,вадимськазагальноосвтняшкола3ступмирненськакаланчацькогорайнухерсонськаобл
Херсонська область,село,Зеленопідська сільська ОТГ,Дмитрівська загальноосвітня школа І-ІІІ ступенів Каховської районної ради Херсонської області,I-III,,14,16,2,72,72,9,4229.7,3812.9,ні,21506000000,комунальна,7452,30330181,2019,65,30330181,дмитрвськазагальноосвтняшкола3ступкаховськахерсонськаобл
Херсонська область,село,Зеленопідська сільська ОТГ,Архангельськослобідська загальноосвітня школа І-ІІІ ступенів Каховської районної ради Херсонської області,I-III,,15,13,2,97,97,9,3522,3920.1,ні,21506000000,комунальна,7456,24962488,2019,65,24962488,архангельськослобдськазагальноосвтняшкола3ступкаховськахерсонськаобл
Херсонська область,село,Зеленопідська сільська ОТГ,Червоноперекопська загальноосвітня школа І - ІІІ ступенів Каховської районної ради Херсонської області,I-III,,26,28,6,246,246,14,6317.2,8600.4,ні,21506000000,комунальна,7479,24963080,2019,65,24963080,червоноперекопськазагальноосвтняшкола3ступкаховськахерсонськаобл
Херсонська область,місто,Іванівська селищна ОТГ,Іванівський ліцей №1 Іванівської селищної ради Херсонської області,I-III,,39,24,8,531,531,21,11093.9,11586,ні,21522000000,комунальна,6695,42308421,2019,65,42308421,ванвськийлцей1ванвськахерсонськаобл
Херсонська область,село,Ювілейна сільська ОТГ,Ювілейнівський заклад загальної середньої освіти І-ІІІ ступенів Ювілейної сільської ради,I-III,,28,22,3,239,239,12,6894.479,9025.643,ні,21523000000,комунальна,8136,25649173,2019,65,25649173,ювлейнвський3ступювлейнао
Херсонська область,село,Долматівська сільська ОТГ,Нововолодимирівський заклад повної загальної середньої освіти Долматівської сільської ради,I-III,,25.7,20.25,3.4,199,199,11,5794.3,7903.8,ні,21525000000,комунальна,7686,24952952,2019,65,24952952,нововолодимирвськийзакладповназагальнасередньаосвтидолматвськао
Херсонська область,місто,Новокаховська міська ОТГ,Заклад загальної середньої освіти І-ІІІ ступенів №10 Новокаховської міської ради,I-III,,38,24,6,890,890,32,8794.5,8404.52692,ні,21528000000,комунальна,6555,24752443,2019,65,24752443,3ступ10новокаховськао
Хмельницька область,місто,місто Шепетівка,Шепетівська загальноосвітня школа І-ІІІ ступенів №3 Шепетівської міської ради Хмельницької області,I-III,,37,16,5,450,450,18,7743.7,8151.3,ні,22206100000,комунальна,8913,22987484,2019,68,22987484,шепетвськазагальноосвтняшкола3ступ3шепетвськахмельницькаобл
Хмельницька область,місто,Городоцький район,Загальньоосвітня школа І-ІІІ ступенів з польською мовою навчання м. Городка Хмельницької області,I-III,,31,18,1,292,292,14,6548.7,7568.3,ні,22304200000,комунальна,9025,26293637,2019,68,26293637,загальньоосвтняшкола3ступзпольськоюмовоюнавчанямгородкахмельницькаобл
Хмельницька область,село,Городоцький район,Бедриковецька загальноосвітня школа І-ІІІ ступенів,I-III,,20,9,2,71,71,9,3822.1,4155.3,ні,22304200000,комунальна,9032,26432369,2019,68,26432369,бедриковецьказагальноосвтняшкола3ступен
Хмельницька область,село,Городоцький район,"Курівський навчально-виховний комплекс ""загальоосвітн школа І-ІІІ ступенів - дитячий садок"" Городоцького району, Хмельницької області",I-III,,10,6,0,26,32,1,2027.2,2161.8,ні,22304200000,комунальна,9036,26432406,2019,68,26432406,курвськийнавчальновиховнийкомплексзагальоосвтншкола3ступдитячийсадокхмельницькаобл
Хмельницька область,село,Городоцький район,"Хоптинецький навчально-виховний комлекс ""загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Городоцького району, Хмельницької області",I-III,,14,9,1,45,63,6,3030.4,3329.2,ні,22304200000,комунальна,9043,26494710,2019,68,26494710,хоптинецькийнавчальновиховнийкомлексзагальноосвтняшкола3ступдитячийсадокхмельницькаобл
Хмельницька область,місто,Деражнянський район,Деражнянський ліцей №1 імені Петра Стрілецького Деражнянської районної ради Хмельницької області_x000D_,I-III,,56,20,10,602,602,25,10310.9,11364.5,опорна,22305200000,комунальна,9071,22985232,2019,68,22985232,деражнянськийлцей1менпетрастрлецькогодеражнянськахмельницькаоблх000
Хмельницька область,село,Ізяславський район,Кунівська загальноосвітня школа І-ІІІ ступенів Ізяславської районної ради Хмельницької області,I-III,,24,15,5,142,142,11,4753,5254,ні,22307200000,комунальна,9140,25879829,2019,68,25879329,кунвськазагальноосвтняшкола3ступзяславськахмельницькаобл
Хмельницька область,село,Ізяславський район,Михлянська загальноосвітня школа І-ІІІ ступенів /вечірні класи Ізяславської районної ради Хмельницької області,I-III,,27,13,7,167,167,11,6265.7,6463.5,ні,22307200000,комунальна,9143,26382074,2019,68,26382074,михлянськазагальноосвтняшкола3ступвечрнкласизяславськахмельницькаобл
Хмельницька область,село,Ізяславський район,"Опорний заклад Плужненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів, гімназія імені Р.Й.Бортника"" Ізяславської районної ради Хмельницької області",I-III,,44,31,5,228,233,13,9244.6,10034.4,ні,22307200000,комунальна,9147,23832192,2019,68,23832192,опорнийзакладплужненськийнавчальновиховнийкомплексзагальноосвтняшкола3ступгмназяменрйбортниказяславськахмельницькаобл
Хмельницька область,село,Кам’янець-Подільський район,"Чабанівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад ""Казковий світ"" Кам'яенець-Подільської районної ради Хмельницької області",I-III,,20,13,5,64,79,7,3884.6,4349.2,ні,22308200000,комунальна,9208,40921441,2019,68,40921441,чабанвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладказковийсвткамяенецьподльськахмельницькаобл
Хмельницька область,село,Красилівський район,"Опорний навчальний заклад ""Кошелівський ліцей""",I-III,,19,11,1,153,153,11,4055.8,5666.4,опорна,22309200000,комунальна,9254,25889256,2019,68,25889256,опорнийнавчальнийзакладкошелвськийлце
Хмельницька область,село,Старокостянтинівський район,"Стецьківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,17,10,2,63,87,9,3882.9,4165.5,ні,22314200000,комунальна,9431,22764034,2019,68,22764034,стецьквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Хмельницька область,село,Теофіпольський район,Воронівецька загальноосвітня школа I-III ступення,I-III,,18,9,1,67,67,7,2686.8,2972.6,ні,22316200000,комунальна,9513,21316285,2019,68,25889894,воронвецьказагальноосвтняшкола3ступен
Хмельницька область,село,Ганнопільська сільська ОТГ,"Довжківський навчально-виховний комплекс ""Дошкільний навчальний заклад-середня загальноосвітня школа І-ІІІ ступенів"" Ганнопільської сільської ради Славутського району Хмельницької област",I-III,,19,12,1,89,111,9,2809.8,3173.2,ні,22504000000,комунальна,9403,22781268,2019,68,22781268,довжквськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладсереднязагальноосвтняшкола3ступганопльськахмельницькаоблас
Хмельницька область,село,Дунаєвецька міська ОТГ,Великожванчицька ЗОШ І-ІІІ ступенів ім. М.С. Майдана Дунаєвецької міської ради Хмельницької област,I-III,,21,10,1,129,129,11,4145.4,4488.5,ні,22507000000,комунальна,9096,23844775,2019,68,23844775,великожванчицьказагальноосвтняшкола3ступменмсмайданадунавецькахмельницькаоблас
Хмельницька область,село,Дунаєвецька селищна ОТГ,"Навчально-виховний комплекс ""Морозівська загальноосвітня школа I-III _x000D_
ступенів-дошкільний навчальний заклад"", Дунаєвецької селищної ради, _x000D_
Хмельницької області",I-III,,20,14,2,54,78,7,3699.931,4041.761,ні,22508000000,комунальна,9106,22781587,2019,68,22781587,навчальновиховнийкомплексморозвськазагальноосвтняшкола3х000dступдошкльнийнавчальнийзакладдунавецьках000dхмельницькаобл
Хмельницька область,село,Дунаєвецька селищна ОТГ,Томашівська загальноосвітня школа І - ІІІ ступенів Дунаєвецької селищної ради Хмельницької області,I-III,,19,11,2,98,98,11,3782.787,4458.602,ні,22508000000,комунальна,9113,38481779,2019,68,26159092,томашвськазагальноосвтняшкола3ступдунавецькахмельницькаобл
Хмельницька область,село,Китайгородська сільська ОТГ,"Дерев’янський ліцей Китайгородської сільської ради Кам’янець-Подільського району Хмельницької області_x000D_
",I-III,,13,5,2,34,34,3,2000.2,2195.3,ні,22509000000,комунальна,9189,26495507,2019,68,26495507,деревянськийлцейкитайгородськахмельницькаоблх000
Хмельницька область,село,Китайгородська сільська ОТГ,Китайгородський ліцей імені Ольги Борейко Китайгородської сільської ради Кам'янець- Подільського району Хмельницької області.,I-III,,13,5,1,44,54,6,2491.4,2944.6,ні,22509000000,комунальна,9196,39615235,2019,68,39615235,китайгородськийлцейменольгиборейкокитайгородськакамянецьхмельницькаобл
Хмельницька область,село,Наркевицька селищна ОТГ,"Бубнівська загальносвітня школа І-ІІІ ступенів _x000D_
Наркевицької селищної ради Волочиського району Хмельницької області",I-III,,23,12,5,126,126,11,3829.8,4751.2,ні,22515000000,комунальна,8986,26496116,2019,68,26496116,бубнвськазагальноосвтняшкола3ступх000dнаркевицькахмельницькаобл
Хмельницька область,село,Новоушицька селищна ОТГ,Глібівська загальноосвітня школа І-ІІІ ступенів с.Глібів Новоушицької селищної ради Хмельницька обл,I-III,,16,12,2,64,64,9,3376.8,3758.2,ні,22516000000,комунальна,9319,26495720,2019,68,26495720,глбвськазагальноосвтняшкола3ступсглбвновоушицькахмельницькаоб
Хмельницька область,село,Полонська міська ОТГ,Великоберезнянська загальноосвітня школа І-ІІІ ступенів Полонської міської ради об'єднаної територіальної громади,I-III,,22,10,0,108,123,10,4181.3,4520.3,ні,22517000000,комунальна,9350,25979091,2019,68,25979094,великоберезнянськазагальноосвтняшкола3ступполонськаобднанатериторальнагромад
Хмельницька область,місто,Старосинявська селищна ОТГ,"Старосинявський навчально-виховний комплекс""Загальноосвітня школа І-ІІІ ступенів,гімназія"" імені Олександра Романенка Старосинявської селищної ради Хмельницької області",I-III,,65,37,9,499,499,28,15156.5,14913,опорна,22521000000,комунальна,9497,23561920,2019,68,41486385,старосинявськийнавчальновиховнийкомплексзагальноосвтняшкола3ступгмназяменолександрароманенкастаросинявськахмельницькаобл
Хмельницька область,місто,Чемеровецька селищна ОТГ,"ЧЕМЕРОВЕЦЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС №1 ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ, ЛІЦЕЙ ТА МІЖШКІЛЬНИЙ НАВЧАЛЬНО-ВИРОБНИЧИЙ КОМБІНАТ"" ЧЕМЕРОВЕЦЬКОЇ СЕЛИЩНОЇ РАДИ _x000D_",I-III,,76,33,4,618,618,34,12941.7,13334.894714158636,опорна,22523000000,комунальна,9605,22988437,2019,68,22988437,чемеровецькийнавчальновиховнийкомплекс1загальноосвтняшкола3ступлцейтамжшкльнийнавчальновиробничийкомбнатчемеровецьках000
Хмельницька область,село,Ленковецька сільська ОТГ,"Чотирбоцька загальноосвітня школа І-ІІІ ступенів_x000D_
Ленковецької сільської ради_x000D_
Шепетівського району Хмельницької області",I-III,,18,16,3,101,101,10,4193.6,4256.3,ні,22525000000,комунальна,9648,23562195,2019,68,23562195,чотирбоцьказагальноосвтняшкола3ступх000dленковецьках000dхмельницькаобл
Хмельницька область,місто,Антонінська селищна ОТГ,Антонінський ліцей Антонінської селищної ради Красилівського району Хмельницької област,III,,32,17,2,290,290,14,6778,6978.8,опорна,22529000000,комунальна,9243,25889316,2019,68,25889316,антоннськийлцейантоннськахмельницькаоблас
Хмельницька область,село,Красилівська міська ОТГ,"Лагодинецька ЗОШ І-ІІІ ступенів с. Лагодинці Красилівського району, Хмельницької області",I-III,,19,9,0,86,86,11,3378,1999.1412,ні,22530000000,комунальна,9259,25880120,2019,68,25880120,лагодинецьказагальноосвтняшкола3ступслагодинцхмельницькаобл
Хмельницька область,село,Жванецька сільська ОТГ,Жванецький ліцей Жванецької сільської ради Кам'янець-Подільського району Хмельницької області_x000D_,II-III,,17,7,3,169,169,11,4343.2,4802.7,ні,22536000000,комунальна,9190,26495128,2019,68,26495128,жванецькийлцейжванецькахмельницькаоблх000
Хмельницька область,село,Улашанівська сільська ОТГ,"Улашанівський навчально-виховний комплекс ""дошкільний навчальний заклад-середня загальноосвітня школа І-ІІІ ступенів"" імені Володимира Улашанівської сільської ради Славутського району Хмельницької області",I-III,,22,14,2,163,208,11,5246.8,5545.9,ні,22543000000,комунальна,9398,22786745,2019,68,22786745,улашанвськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладсереднязагальноосвтняшкола3ступменволодимираулашанвськахмельницькаобл
Хмельницька область,місто,Славутська міська ОТГ,"Загальноосвітня школа І-ІІІ ступенів №6 м. Славута, Хмельницької обл.",I-III,,40,18,2,443,443,17,8721.5,9873.9,ні,22545000000,комунальна,8887,26432033,2019,68,26432033,загальноосвтняшкола3ступ6мславутахмельницькаоб
Хмельницька область,село,Нетішинська міська ОТГ,"Старокривинський навчально-виховний комплекс ""дошкільний навчальний заклад - школа І-ІІІ ступенів "" Славутської районної ради Хмельницької області_x000D_
",I-III,,25,12,2,138,155,11,5377.6,3943.457,ні,22546000000,комунальна,9397,25908367,2019,68,25908367,старокривинськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладшкола3ступславутськахмельницькаоблх000
Черкаська область,місто,місто Черкаси,Черкаська загальноосвітня школа І-ІІІ ст №8 Черкаської міської ради Черкаської області,I-III,,50,23,5,560,560,22,10890.6,11970.3,ні,23201100000,комунальна,4266,25660370,2019,71,25660370,черкаськазагальноосвтняшкола3ст8черкаськачеркаськаобл
Черкаська область,місто,місто Сміла,"Навчально-виховний комлекс ""Загальноосвітня школа І-ІІІ ступенів №3-колегіум"" Смілянської міської ради Черкаської області",I-III,,53,17,7,749,749,24,11895.6,13682.7,ні,23205100000,комунальна,4131,21380596,2019,71,21380596,навчальновиховнийкомлексзагальноосвтняшкола3ступ3колегумсмлянськачеркаськаобл
Черкаська область,місто,Городищенський район,Городищенська загальноосвітня школа І-ІІІ ступенів №2 Городищенської районої ради Черкаської області,I-III,,46,20,4,483,483,22,9039.1,10059.3,ні,23301200000,комунальна,4287,24357173,2019,71,24357178,городищенськазагальноосвтняшкола3ступ2городищенськачеркаськаобл
Черкаська область,село,Драбівський район,"Відділ освіти Драбівської районної державної адміністрації_x000D_
Свічківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад»",I-III,,15,12,1,71,86,8,3444.5,2424.4,ні,23302200000,комунальна,3880,24353453,2019,71,24353453,вддлосвтидрабвськадержавнаадмнстрацх000dсвчквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Черкаська область,село,Драбівський район,"Кантакузівський навчальновиховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад""",I-III,,19,16,3,96,113,11,4530.4,3342.5,ні,23302200000,комунальна,3889,24353370,2019,71,24353370,кантакузвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Черкаська область,місто,Драбівський район,"Драбівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів ім. С В.Васильченка-гімназія"" Драбівської районної ради Черкаської області",I-III,,55,28,16,582,582,27,13239.1,13239.1,ні,23302200000,комунальна,3960,24353335,2019,71,24353335,драбвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступменсввасильченкагмназядрабвськачеркаськаобл
Черкаська область,село,Драбівський район,"Ковалівський навчально виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад "" Драбівської районної ради Черкаської області _x000D_
",I-III,,17,15,2,100,120,11,3994.2,3243.9,ні,23302200000,комунальна,4384,24353387,2019,71,24353387,ковалвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладдрабвськачеркаськаоблх000
Черкаська область,село,Золотоніський район,Гельмязівська загально-освітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області,I-III,,47,25,5,439,439,21,10139.8,10884.3,ні,23305200000,комунальна,4563,02147061,2019,71,21389203,гельмязвськазагальноосвтняшкола3ступзолотонськачеркаськаобл
Черкаська область,село,Золотоніський район,Піщанська загальноосвітня школа І-ІІІ ступенів Золотоніської районної ради Черкаської області,I-III,,26,18,1,287,287,13,6573.6,7415.3,ні,23305200000,комунальна,4579,35052120,2019,71,35052120,пщанськазагальноосвтняшкола3ступзолотонськачеркаськаобл
Черкаська область,село,Кам’янський район,Телепинська загальноосвітня школа І-ІІІ ступенів Кам`янської районноії ради Черкаської області,I-III,,22,15,4,128,128,11,4540,5365.5,ні,23306200000,комунальна,4619,25205401,2019,71,25205401,телепинськазагальноосвтняшкола3ступкамянськаочеркаськаобл
Черкаська область,село,Катеринопільський район,"Петраківський навчально-виховний комплекс_x000D_
„Дошкільний навчальний заклад - загальноосвітня_x000D_
школа І-ІІІ ступенів” Катеринопільської районної ради  Черкаської області_x000D_
_x000D_
_x000D_
",I-III,,16,11,2,70,100,9,3523.1,2867.3,ні,23308200000,комунальна,4105,33409903,2019,71,33409903,петраквськийнавчальновиховнийкомплексх000dдошкльнийнавчальнийзакладзагальноосвтнях000dшкола3ступ”катеринопльськачеркаськаоблх000dх000dх000
Черкаська область,село,Тальнівський район,Лісівська загальносвітя школа І-ІІІступенів Тальнівської районної ради Черкаської області,I-III,,14,10,1,71,71,8,2933.5,3518.4,ні,23314200000,комунальна,3863,24350992,2019,71,24350992,лсвськазагальносвтяшкола3ступтальнвськачеркаськаобл
Черкаська область,село,Уманський район,"Доброводівський навчально-виховний комплекс ""Дошкільний навчальний заклад- загальноосвітня школа І-ІІІ ступенів імені Миколи Руденка""",I-III,,23,17,2,141,161,11,4957.7,5191.7,ні,23315200000,комунальна,4629,14203221,2019,71,14203221,доброводвськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступменмиколируденк
Черкаська область,село,Христинівський район,Малосевастянівська ЗОШ І-ІІІ ст Христинівської районної ради Черкаської області,I-III,,21,10,2,114,114,11,3680.7,3918.4,ні,23316200000,комунальна,4327,26324711,2019,71,26324711,малосевастянвськазагальноосвтняшкола3стхристинвськачеркаськаобл
Черкаська область,село,Христинівський район,"Івангородський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів""",I-III,,16,12,6,61,81,8,3196,3293.6,ні,23316200000,комунальна,4362,26324680,2019,71,26324680,вангородськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступен
Черкаська область,село,Христинівський район,"Углуватський навчально-виховний комплекс""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Христинівської районної ради Черкаської області",I-III,,20,17,1,86,97,10,3837.8,3867.1,ні,23316200000,комунальна,4386,26357291,2019,71,26357291,углуватськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступхристинвськачеркаськаобл
Черкаська область,місто,Христинівський район,"Христинівська спеціалізована школа І-ІІІ ступенів №1 _x000D_
імені О. Є. Корнійчука _x000D_
Христинівської районної ради Черкаської області",I-III,,72,23,19,620,620,27,12507.1,13406.4,ні,23316200000,комунальна,4419,26324562,2019,71,26324562,христинвськаспецалзованашкола3ступ1х000dменокорнйчуках000dхристинвськачеркаськаобл
Черкаська область,село,Чигиринський район,Рацівська загальноосвітня школа І-ІІІ ступенів Чигиринської районної ради Черкаської області,I-III,,22,13,3,184,184,11,5008.6,5149,ні,23318200000,комунальна,2548,24351939,2019,71,24351939,рацвськазагальноосвтняшкола3ступчигиринськачеркаськаобл
Черкаська область,село,Шполянський район,Васильківський навчально-виховний комплекс „Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів” Шполянської районної ради Черкаської області,I-III,,22,16,7,126,160,11,4916.8,4555.9,ні,23320200000,комунальна,4157,24355653,2019,71,24355653,васильквськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступ”шполянськачеркаськаобл
Черкаська область,село,Шполянський район,"Терешківський навчально-виховний комплекс «Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів» Шполянської районної ради Черкаської області_x000D_
",I-III,,17,7,2,69,85,8,3412.7,3339.9,ні,23320200000,комунальна,4181,24355759,2019,71,24355759,терешквськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступшполянськачеркаськаоблх000
Черкаська область,місто,Білозірська сільська ОТГ,"Ірдинський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Білозірської сільської ради Черкаського району Черкаської області_x000D_
",I-III,,24,24,4,79,110,11,5891.95,7690.254,ні,23501000000,комунальна,3984,24354777,2019,71,24354777,рдинськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступблозрськачеркаськаоблх000
Черкаська область,село,Мліївська сільська ОТГ,Мліївський заклад загальної середньої освіти І - ІІІст. №1 Мліївської сільської ради Городищенського району Черкаської області,I-III,,16,15,3,206,206,11,5127.055,6323.956,ні,23511000000,комунальна,4217,24357190,2019,71,24357190,млвський3ступ1млвськачеркаськаобл
Черкаська область,село,Мліївська сільська ОТГ,"Мліївський заклад загальної середньої освіти І-ІІІ ступенів №2  імені Миколи Михайловича Артеменка Мліївської сільської ради_x000D_
Городищенського району Черкаської області_x000D_
",I-III,,11,12,0,101,101,11,4461.44,4545.408,ні,23511000000,комунальна,4273,24356983,2019,71,24356983,млвський3ступ2менмиколимихайловичаартеменкамлвськах000dчеркаськаоблх000
Черкаська область,село,Моринська сільська ОТГ,"Моринський навчально - виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня спеціалізована сільськогосподарська школа І-ІІІ ступенів"" імені Героя Радянського Союзу А.П.Харковця Корсунь-Шевченківської районної ради Черкаської області",I-III,,22,16,2,118,141,11,5564.9,5932.6,ні,23518000000,комунальна,4529,33246648,2019,71,33246648,моринськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняспецалзованаогосподарськашкола3ступменгероярадянськогосоюзуапхарковцякорсуньшевченквськачеркаськаобл
Черкаська область,село,Зорівська сільська ОТГ,"Зорівська загальноосвітня школа І-ІІІ ступенів Зорівської сільської ради, Золотоніського р-ну, Черкаської обл.",I-III,,18,13,1,145,145,11,5007.6,5437.7,ні,23524000000,комунальна,4568,34323775,2019,71,34323775,зорвськазагальноосвтняшкола3ступзорвськазолотонськогорнучеркаськаоб
Черкаська область,село,Балаклеївська сільська ОТГ,Балаклеївський ліцей - заклад загальної середньої освіти імені Євгенії Гуглі Балаклеївської сільської ради Черкаської області,I-III,,27,18,7,237,237,11,2846.7,8041.8,ні,23527000000,комунальна,3941,33319113,2019,71,33319113,балаклевськийлцейменвгенгуглбалаклевськачеркаськаобл
Черкаська область,село,Баландинська сільська ОТГ,Баландинська загальноосвітня школа І - ІІІ ступенів Баландинської сільської ради Кам'янського районуЧеркаської області,I-III,,15,12,3,50,50,10,3325.8,3573.8,ні,23528000000,комунальна,4606,33271826,2019,71,33271826,баландинськазагальноосвтняшкола3ступбаландинськакамянськогоучеркаськаобл
Черкаська область,село,Березняківська сільська ОТГ,Заклад загальної середньої освіти І - ІІІ ступенів села Велика Яблунівка Березняківської сільської ради Смілянського району Черкаської області,I-III,,20,10,3,92,92,10,3708.1,4358.56,ні,23529000000,комунальна,3919,33327281,2019,71,33327281,3ступсвеликаяблунвкаберезняквськачеркаськаобл
Черкаська область,село,Межиріцька сільська ОТГ,"Комунальний заклад ""Межиріцький ліцей"" Межиріцької сільської ради Канівськог району Черкаської області",I-III,,19,15,7,106,106,11,4505.1,4323.3,ні,23543000000,комунальна,4233,25727252,2019,71,33369578,межирцькийлцеймежирцькачеркаськаобл
Черкаська область,село,Русько-Полянська сільська ОТГ,Геронимівський заклад загальної середньої освіти І-ІІІ ступенів Руськополянської сільської ради ради Черкаської області,I-III,,26,21,5,289,289,16,7788.826999999999,12382.745,ні,23546000000,комунальна,3977,24354754,2019,71,24354754,геронимвський3ступруськополянськачеркаськаобл
Черкаська область,село,Русько-Полянська сільська ОТГ,Руськополянський заклад загальної середньої освіти І-ІІІ ступенів №1 Руськополянської сілської ради,I-III,,43,27,6,587,587,28,10789.393,16571.051,ні,23546000000,комунальна,4026,24354808,2019,71,24354808,руськополянський3ступ1руськополянськаслсько
Черкаська область,село,Тернівська сільська ОТГ,Заклад загальної середньої освіти І-ІІІ ступенів села Тернівка Тернівської сільської ради Смілянського району Черкаської області,I-III,,20,13,1,115,115,11,1802.4,5531.5,ні,23549000000,комунальна,4019,33210103,2019,71,33210103,3ступстернвкатернвськачеркаськаобл
